Number	text_title	text_author	text_year	Left_Context	Keyword	Right_Context	tagA
   334771	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	dem Archiv der	Commission	zugesandt werde	Kommission
   334837	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	wegen welchen die	Confiskation	erkannt worden	Konfiskation
   334845	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	dem Archiv der	Commission	zugeschickt w	Kommission
   334874	Gesetz, Welches auf die Commission Bezug hat, welcher anbefohlen ist, in dem ganzen Königreiche, auf die Prägung der Münze Acht zu haben.	Unknown	1791	. XXIII . Die	Commission	soll sich	Kommission
   336793	Morgenländische Reyse-Beschreibung	Johann Albrecht Mandelslo	1658	ne zierliche	Oration	 in welcher	Oration
   336908	Morgenländische Reyse-Beschreibung	Johann Albrecht Mandelslo	1658	und einer gegen	Oration	, darauff wurde	Oration
   337009	Morgenländische Reyse-Beschreibung	Johann Albrecht Mandelslo	1658	t allerhand	provision	versorget vnd	Provision
   339715	Der Insulanische Mandorell, Ist eine Geographische Historische und Politische Beschreibung Allen und jeder INSULEN Auff dem gantzen Erd-Boden/ [...]	Eberhard Werner Happel	1682	nach dem Koͤnig	Selaslion	gesand  welche	Selaslion
   347791	Asiatische Banise/ Oder blutiges doch muthiges Pegu/ [...]	Heinrich Anshelm von Zigler und Kliphausen	1700	und über zwei	Millionen	betrug . Der	Million
   350176	Der Abentheurliche SIMPLICISSIMUS Teütsch/ [...]	Hans Jakob Christoffel von Grimmelshausen	1667	schrockenen	Resolution	. Also daß	Resolution
   357594	See- und Land-Reyse von Mittelburg in Seeland nach der LEVANTE. [...]	Jan Sommer	1664	en  daß alle	Nationen	 wessen Rechte	Nation
   359725	Der Edelmann	Paul Winkler	1696	n . Diese	Ration	ist auch so	Ration
   360720	Der Edelmann	Paul Winkler	1696	waͤrtiger	Complexion	ist  aus wel	Komplexion
   360743	Der Edelmann	Paul Winkler	1696	ster , ob diese	Ration	genugsamen Sti	Ration
   360803	Der Edelmann	Paul Winkler	1696	de einerley	Complexion	sey  sondern	Komplexion
   360907	Der Edelmann	Paul Winkler	1696	elch die hitzige	Complexion	zur Ursache	Komplexion
   360962	Der Edelmann	Paul Winkler	1696	angefuͤhrten	Rationen	nicht widerspreche	Ration
   360991	Der Edelmann	Paul Winkler	1696	en einerley	Complexion	ist  so begie	Komplexion
   361062	Der Edelmann	Paul Winkler	1696	 trucknen	Complexion	, welcher letzte	Komplexion
   361327	Schelmuffsky	Christian Reuter	1696-1697	 uns der	Postilion	um  das flugs	Postilion
   361452	Schelmuffsky	Christian Reuter	1696-1697	ltzten ! Der	Postilion	wuste nun sei	Postilion
   362015	Schelmuffsky	Christian Reuter	1696-1697	 und weil der	Postilion	nicht viel Pe	Postilion
   362081	Schelmuffsky	Christian Reuter	1696-1697	d hieß den	Postilion	per postæ nac	Postilion
   362119	Schelmuffsky	Christian Reuter	1696-1697	schmiß der	Postilion	 ehe wir es	Postilion
   362245	Schelmuffsky	Christian Reuter	1696-1697	sehen  daß der	Postilion	in Ermangelung	Postilion
   362858	Schelmuffsky	Christian Reuter	1696-1697	end Schock	Millionen	Zeddel in dem	Million
   365464	Der stoltze Melcher/ Sambt einer Besprecknuß Von das Frantzoß Krieg Mit der Holland. [...]	Johann Jacob Christof von Grimmelshausen	1672	n dessen fernern	relation	zu haben ; de	Relation
   365725	Der stoltze Melcher/ Sambt einer Besprecknuß Von das Frantzoß Krieg Mit der Holland. [...]	Johann Jacob Christof von Grimmelshausen	1672	nche hitzige	occasion	uͤberstanden	Occasion
   366248	Der Politische Feuermäuer-Kehrer	Johann Beer (writing as Antonio Caminero)	1682	t schlechter	Reputation	passiren  w	Reputation
   366670	Der Politische Feuermäuer-Kehrer	Johann Beer (writing as Antonio Caminero)	1682	r . Mit dieser	Relation	gabe sich	Relation
   367747	Der Politische Feuermäuer-Kehrer	Johann Beer (writing as Antonio Caminero)	1682	Meister in dieser	Profession	machen zu lass	Profession
   367829	Der Politische Feuermäuer-Kehrer	Johann Beer (writing as Antonio Caminero)	1682	fen  und ohne	Passion	jedermaͤnniglich	Passion
   371284	Satyrischer Roman	Christian Friedrich Hunold (writing as Menantes)	1706	eine freudige	Gratulation	uͤber ihre in	Gratulation
   371295	Satyrischer Roman	Christian Friedrich Hunold (writing as Menantes)	1706	atten . Die	Gratulation	, antwortete	Gratulation
   371471	Satyrischer Roman	Christian Friedrich Hunold (writing as Menantes)	1706	chgültigkeit in der	Conversation	mit Frauenzimmer	Konversation
   376320	Allerneueste Reise In Klein ASIA und AFRICA	Paul Lucas	1715	ten seiner	Nation	gemust  und	Nation
   376702	Allerneueste Reise In Klein ASIA und AFRICA	Paul Lucas	1715	leben . Alle	Nationen	haben allezeit	Nation
   378494	Curieuse und deutliche Vorstellung unterschiedlicher POLITIC und AFFECTen/ [...]	Gustav Hobes	1708	 solche in	Lion	zu einer Masqvera	Lion
   380245	Curieuse und deutliche Vorstellung unterschiedlicher POLITIC und AFFECTen/ [...]	Gustav Hobes	1708	r wieder nach	Lion	zuruͤck machete	Lion
   381353	Wunderliche FATA einiger See-Fahrer, absonderlich ALBERTI JULII, eines gebohrnen Sachsens [...]	Johann Gottfried Schnabel	1731	n einer uͤbeln	Disposition	des Gebluͤts	Disposition
   381472	Wunderliche FATA einiger See-Fahrer, absonderlich ALBERTI JULII, eines gebohrnen Sachsens [...]	Johann Gottfried Schnabel	1731	Pursche ohne	prostitution	vorzunehmen pf	Prostitution
   381596	Wunderliche FATA einiger See-Fahrer, absonderlich ALBERTI JULII, eines gebohrnen Sachsens [...]	Johann Gottfried Schnabel	1731	einmal meine	Reputation	und Wohl-Stand	Reputation
   381864	Wunderliche FATA einiger See-Fahrer, absonderlich ALBERTI JULII, eines gebohrnen Sachsens [...]	Johann Gottfried Schnabel	1731	den in groͤster	desperation	zugebracht ,	Desperation
   382833	Eigene Lebens-Beschreibung	Adam Bernd	1738	ging mir die	Elaboration	und Verfertigung	Elaboration
   383116	Eigene Lebens-Beschreibung	Adam Bernd	1738	her auch die	Vokation	anzunehmen ,	Vokation
   383545	Eigene Lebens-Beschreibung	Adam Bernd	1738	auf eine neue	Invention	, wo nicht me	Invention
   383557	Eigene Lebens-Beschreibung	Adam Bernd	1738	ch einst meine	Promotion	zum Predigt-Amte	Promotion
   383786	Eigene Lebens-Beschreibung	Adam Bernd	1738	 ; und die	Quaestion	, ob einer auch	Quaestion
   383887	Eigene Lebens-Beschreibung	Adam Bernd	1738	seine nötige	Restriktion	einer Propositionis	Restriktion
   384747	Eigene Lebens-Beschreibung	Adam Bernd	1738	ch hatte meine	Reflexion	darüber . We	Reflexion
   391064	Neu Ausgelegter Curioser Tändl-Marckt der jetzigen Welt [...]	J.V. Neiner	1734	es griechische	Version	der Bibel von	Version
   392022	Neu Ausgelegter Curioser Tändl-Marckt der jetzigen Welt [...]	J.V. Neiner	1734	centio dem XI. die	Excommunication	latæ sententiæ	Exkommunikation
   392086	Neu Ausgelegter Curioser Tändl-Marckt der jetzigen Welt [...]	J.V. Neiner	1734	richten worden .	Exommunication	von Innocentio	Exommunication
   393867	Die Rachgierige FLEURIE, über Den grausamen Mord ihres geliebtesten ATTRhi rend=antiqua, italATTR_CLOSELUCIDAMORES	Michael Erich Franck (writing as Melisso)	1716	h bestaͤndige	Gegen-Affection	vergnuͤgt .	Gegen-Affection
   404610	Die Mütze. Eine Französische Erzählung aus dem Lande der Feien.	Johann Jakob Breitinger	1746	emannischen	Nation	, entgegen ,	Nation
   405763	Die Mütze. Eine Französische Erzählung aus dem Lande der Feien.	Johann Jakob Breitinger	1746	ammlung der	Nation	den Kranz von	Nation
   408115	Wunderbare Reisen zu Wasser und Lande, Feldzüge und lustige Abentheuer des Freyherrn von Münchhausen, [...] Zweyte vermehrte Ausgabe	Gottfried August Bürger	1788	„ Wer meine	Passion	fuͤr das edle	Passion
   408929	Wunderbare Reisen zu Wasser und Lande, Feldzüge und lustige Abentheuer des Freyherrn von Münchhausen, [...] Zweyte vermehrte Ausgabe	Gottfried August Bürger	1788	ten . In dieser	Situation	verblieben wi	Situation
   409878	Anton Reiser	Karl Philipp Moritz	1785	aus der Madam	Guion	Schriften , et	Guion
   413368	Siebenkäs	Jean Paul	1796	rt und die eine	Konfession	litte darunter	Konfession
   413414	Siebenkäs	Jean Paul	1796	s eine falsche	Tradizion	von einem andern	Tradition
   415337	Die Leiden des jungen Werthers	Johann Wolfgang von Goethe	1774	s waͤre eine	Lektion	fuͤr seine Fr	Lektion
   416329	Die Leiden des jungen Werthers	Johann Wolfgang von Goethe	1774	Schulden einer	Nation	weggeweiht ha	Nation
   416483	Zerbin oder die neuere Philosophie	Jakob Michael Reinhold Lenz	1776	staͤndigen	Pension	, gemacht hatt	Pension
   427799	Leben des Quintus Fixlein	Jean Paul	1796	evers und gegen	Ratifikazion	des von der Mutt	Ratifikazion
   428091	Leben des Quintus Fixlein	Jean Paul	1796	i dieser ewigen	Approximazion	bestehen koͤnn	Approximazion
   428161	Leben des Quintus Fixlein	Jean Paul	1796	f keine andere	Praͤsumzion	bauen koͤnnen	Präsumzion
   428205	Leben des Quintus Fixlein	Jean Paul	1796	r nach unserer	Fikzion	bei Abfassung	Fikzion
   435716	Moralische Erzählungen	Sophie von La Roche	1783-1784	 Natur und	Religion	nichts uͤber	Religion
   438563	Geschichte des Agathon	Christoph Martin Wieland	1766	e , von der er	Profeßion	macht . „ D	Profession
   441514	Hyperion	Friedrich Hölderlin	1797	herrschen haben .	HYPERION	an DIOTIMA .	Hyperion
   441800	Hyperion	Friedrich Hölderlin	1797	in wider ihn .	HYPERION	an DIOTIMA .	Hyperion
   442006	Hyperion	Friedrich Hölderlin	1797	n zu lieben ?	HYPERION	an DIOTIMA .	Hyperion
   442260	Hyperion	Friedrich Hölderlin	1797	s werden ,	Hyperion	! Das denk '	Hyperion
   442509	Hyperion	Friedrich Hölderlin	1797	ekommen . O mein	Hyperion	! ich sehne	Hyperion
   443148	Hyperion	Friedrich Hölderlin	1797	, herunter .	HYPERION	an DIOTIMA .	Hyperion
   443457	Hyperion	Friedrich Hölderlin	1797	! DIOTIMA an	HYPERION	. Ich hatte	Hyperion
   443472	Hyperion	Friedrich Hölderlin	1797	bist , lieber	Hyperion	! Heute war	Hyperion
   443537	Hyperion	Friedrich Hölderlin	1797	seiner Zeit .	Hyperion	! o mein Hyperi	Hyperion
   443541	Hyperion	Friedrich Hölderlin	1797	yperion ! o mein	Hyperion	! warum gehn	Hyperion
   444265	 Sonntagischer Mercurius	NA	1666	au Gemahlin	prætension	so viel erhalten	Prätension
   444485	 Sonntagischer Mercurius	NA	1666	bei seinen alten	prætensionen	, wollen Pohlen	Prätension
   444837	 Sonntagischer Mercurius	NA	1666	 des Pabsts	indisposition	sich immer	Indisposition
   445220	 Sonntagischer Mercurius	NA	1666	 beschehene	citation	erschienen )	Zitation
   445226	 Sonntagischer Mercurius	NA	1666	nden man grosse	alteration	, welches unsere	Alteration
   445911	 Sonntagischer Mercurius	NA	1666	Flotte  etliche	Millionen	reich zu Cadix	Million
   445960	 Sonntagischer Mercurius	NA	1666	ch uͤber 15.	Millionen	in dieses Koͤni	Million
   446045	 Sonntagischer Mercurius	NA	1666	ommen  ihre	Provisionen	und andere Sch	Provision
   446112	 Sonntagischer Mercurius	NA	1666	 durch ihre	Mediation	einen guten Frie	Mediation
   446500	 Nordischer Mercurius	NA	1673	extraord.	Relation	zusehen seyn	Relation
   446591	 Nordischer Mercurius	NA	1673	und auff solche	Resolution	gedachter Kayser	Resolution
   446601	 Nordischer Mercurius	NA	1673	fgetragener	LegationsCommißion	weiters nehmen	LegationsCommißion
   446739	 Nordischer Mercurius	NA	1673	tet diser	Sinceration	 man gewiß	Sinceration
   446766	 Nordischer Mercurius	NA	1673	in neulicher	Action	die Tuͤrcken a	Aktion
   446811	 Nordischer Mercurius	NA	1673	h wolgemeynte	Resolution	 die der Papst	Resolution
   446919	 Nordischer Mercurius	NA	1673	wir haben eure	Correction	nicht von noͤ	Korrektion
   446926	 Nordischer Mercurius	NA	1673	hten . " Die	Resolution	hisige Soldateßk	Resolution
   447048	 Nordischer Mercurius	NA	1673	gewoͤhnliche	Promotion	der Cardinaͤle	Promotion
   447140	 Nordischer Mercurius	NA	1673	versprochenen	Rantzion	fuͤr bemeldte	Rantzion
   447207	 Nordischer Mercurius	NA	1673	ich in die	Discretion	eines so gewaltsa	Diskretion
   447279	 Nordischer Mercurius	NA	1673	mbergischen	Fortification	 und die Herbey	Fortifikation
   447286	 Nordischer Mercurius	NA	1673	haffung aller zur	Defension	derselbigen S	Defension
   447858	 Nordischer Mercurius	NA	1673	rck gute	Intention	 dem Feinde e	Intention
   448034	 Nordischer Mercurius	NA	1673	rd@ extr.	Relation	folgt ein meh	Relation
   448400	 Nordischer Mercurius	NA	1673	Clevische Land in	Contribution	. Die von Calcar	Kontribution
   448669	 Altonaischer Mercurius	NA	1698	r historischen	Relation	nach alter Gewo	Relation
   449511	 Altonaischer Mercurius	NA	1698	lauten  ist die	Repartition	der Winter-Quartire	Repartition
   449548	 Altonaischer Mercurius	NA	1698	aß an dortiger	Fortification	1000. Mann zu	Fortifikation
   450868	 Altonaischer Mercurius	NA	1698	rhalten  und in	Posseßion	zu nehmen trac	Possession
   450880	 Altonaischer Mercurius	NA	1698	einer widrigen	Religion	 als haben	Religion
   450943	 Wochentliche Donnerstags Zeitung	NA	1666	er Tagen grosse	Insolention	veruͤbet  i	Insolention
   450972	 Wochentliche Donnerstags Zeitung	NA	1666	eldes zu dessen	Rantzion	eingeliefert	Rantzion
   451037	 Wochentliche Donnerstags Zeitung	NA	1666	ie gethane	Proposition	 hat der Geis	Proposition
   451228	 Wochentliche Donnerstags Zeitung	NA	1666	  in was	Commission	aber  stehet	Kommission
   451282	 Wochentliche Donnerstags Zeitung	NA	1666	et  vmb	Contribution	von den Christen	Kontribution
   451487	 Wochentliche Donnerstags Zeitung	NA	1666	d von keiner	Election	eines kuͤnfftigen	Election
   451700	 Wochentliche Donnerstags Zeitung	NA	1666	doch mit der	Condition	, daß jhm die	Kondition
   451777	 Wochentliche Donnerstags Zeitung	NA	1666	ll dergleichen	prætensionen	abzustehen 	Prätension
   452627	 Wochentliche Donnerstags Zeitung	NA	1666	d wird an der	Fortification	der Stadt Hannov	Fortifikation
   452848	 Wochentliche Donnerstags Zeitung	NA	1666	e Stuͤcke 	Kriegsmunition	 darunter in	Kriegsmunition
   453081	 Wochentliche Donnerstags Zeitung	NA	1666	egenwertigen	Expeditionen	eingerichtet	Expedition
   453336	 Wochentliche Donnerstags Zeitung	NA	1666	 Moßkowiter	invasion	zu beobachten	Invasion
   453720	 AuAMPERSAND#230;führliche Relation	NA	1683	rch in hoͤchster	Confusion	, inmassen 	Konfusion
   453809	 AuAMPERSAND#230;führliche Relation	NA	1683	z mit 6.	Millionen	augmentiret	Million
   454459	 AuAMPERSAND#230;führliche Relation	NA	1684	ren  und viel	Munition	und Stuͤcke	Munition
   454845	 AuAMPERSAND#230;führliche Relation	NA	1684	mit der groͤsten	Confusion	gethan  und w	Konfusion
   455113	 AuAMPERSAND#230;führliche Relation	NA	1684	dazu gehoͤrigen	Munition	von Kugeln 	Munition
   455572	 AuAMPERSAND#230;führliche Relation	NA	1684	sten ist in der	Action	bey dem Thor g	Aktion
   455628	 AuAMPERSAND#230;führliche Relation	NA	1684	, der in dieser	Action	einen ungemeinen	Aktion
   455762	 AuAMPERSAND#230;führliche Relation	NA	1684	Staͤrcke und	Intention	einiger Massen	Intention
   456130	Zehen-Jährige Historische Relation	NA	1687	uffschub und	Dissolution	und vom Test	Dissolution
   456135	Zehen-Jährige Historische Relation	NA	1687	und vom Test .	Prorogation	. WJewohl man	Prorogation
   456163	Zehen-Jährige Historische Relation	NA	1687	nig durch eine	Proclamation	publiciren 	Proklamation
   456221	Zehen-Jährige Historische Relation	NA	1687	ch bey sothaner	Prorogation	erscheinen mo	Prorogation
   456304	Zehen-Jährige Historische Relation	NA	1687	nst gereiche .	Dissolution	. Dannenhero ve	Dissolution
   456318	Zehen-Jährige Historische Relation	NA	1687	aß folgende	Proclamation	zu Dissolvirung	Proklamation
   456381	Zehen-Jährige Historische Relation	NA	1687	rch diese seine	Proclamation	 dergestalt	Proklamation
   456661	Zehen-Jährige Historische Relation	NA	1687	Lehre von der	Transsubstantiation	renunciren 	Transsubstantiation
   456784	Zehen-Jährige Historische Relation	NA	1687	 Ursachen der	Religions	 Freyheit .	Religion
   456800	Zehen-Jährige Historische Relation	NA	1687	niemand wegen der	Religion	solle verfolget	Religion
   456823	Zehen-Jährige Historische Relation	NA	1687	die Roͤmische	Religion	zu dulden 	Religion
   456871	Zehen-Jährige Historische Relation	NA	1687	den  einerley	Religion	und Gottesdienst	Religion
   456911	Zehen-Jährige Historische Relation	NA	1687	be in diese	Reunion	zu bringen 	Reunion
   456933	Zehen-Jährige Historische Relation	NA	1687	t entstandenen	Rebellion	gnugsam erfahr	Rebellion
   457028	Zehen-Jährige Historische Relation	NA	1687	önig allerhand	Religionen	dulden  nicht	Religion
   457098	Zehen-Jährige Historische Relation	NA	1687	aͤufftige	Declaration	zu publiciren	Deklaration
   457112	Zehen-Jährige Historische Relation	NA	1687	Oeffentl .	Declaration	Jacobus Koͤnig	Deklaration
   457320	Zehen-Jährige Historische Relation	NA	1687	r Meynung und	Jntention	( so wir auch	Intention
   457436	Zehen-Jährige Historische Relation	NA	1687	trächtigkeit in der	Religion	zu bringen 	Religion
   457506	Zehen-Jährige Historische Relation	NA	1687	 diese unsere	Declaration	an des Tages Li	Deklaration
   457569	Zehen-Jährige Historische Relation	NA	1687	ei Ubung ihrer	Religion	 nach den Gese	Religion
   457613	Zehen-Jährige Historische Relation	NA	1687	n nun an  die	Execution	aller Poͤnalen	Exekution
   457639	Zehen-Jährige Historische Relation	NA	1687	stgestellten	Religion	 oder wegen	Religion
   457645	Zehen-Jährige Historische Relation	NA	1687	bung einiger	Religion	 wie es auch	Religion
   458050	Zehen-Jährige Historische Relation	NA	1687	en  was die	Religion	und dessen Exercit	Religion
   458073	Zehen-Jährige Historische Relation	NA	1687	kräftig vor alle	Jntention	und Vornehmen	Intention
   458338	Zehen-Jährige Historische Relation	NA	1687	Gesetze  die	Religion	betreffend 	Religion
   458372	Zehen-Jährige Historische Relation	NA	1687	r gnaͤdigen	Declaration	schuldig sind	Deklaration
   458553	Ordentliche Wochentliche Post-Zeitungen	NA	1659	cke  viele	Munition	 Handgranaten	Munition
   459684	Ordentliche Wochentliche Post-Zeitungen	NA	1659	den von grosser	reformation	 so vnter de	Reformation
   459735	Ordentliche Wochentliche Post-Zeitungen	NA	1659	en  vnd seine	Proposition	in Lateinischer	Proposition
   459877	 Ordentliche Wochentliche Post-Zeitungen	NA	1659	re endtliche	Resolution	zuvernemmen	Resolution
   460157	 Ordentliche Wochentliche Post-Zeitungen	NA	1659	ierte 2.	Millionen	vnnd 500000. P	Million
   461141	Mercurii Relation	NA	1659	egierung  naͤhere	Information	vnd bessern Beri	Information
   461146	Mercurii Relation	NA	1659	Bericht jhrer	Intention	vnnd Meynung	Intention
   461204	Mercurii Relation	NA	1659	en  vnd seine	Proposition	in Latein abge	Proposition
   461513	Mercurii Relation	NA	1659	 auß Mangel	Munition	 auch per Ac	Munition
   461688	Mercurii Relation	NA	1659	agagy  auff	discretion	ergeben  vnd	Diskretion
   461766	 Ordinari Post-Zeitung	NA	1679	 bey der	Procession	selber getragen	Prozession
   461902	 Ordinari Post-Zeitung	NA	1679	enua auf solche	Condition	angelegt sind	Kondition
   462072	 Ordinari Post-Zeitung	NA	1679	 und andern	Relation	zu erstatten	Relation
   462385	 Ordinari Post-Zeitung	NA	1679	die Spanische	Ratification	eingekommen 	Ratifikation
   462828	 Ordinari Post-Zeitung	NA	1679	was Teutscher	Nation	ist . Weil m	Nation
   463137	 Ordinari Post-Zeitung	NA	1679	it die erste	Session	beschlossen	Session
   463235	 Ordinari Post-Zeitung	NA	1679	unfehlbar die	Promotion	dreyer gefuͤrstete	Promotion
   463303	 Ordinari Post-Zeitung	NA	1679	h zur	Promotion	einiger wolverdien	Promotion
   463331	 Ordinari Post-Zeitung	NA	1679	 sich der	Promotion	ihrer Cardinaͤle	Promotion
   463386	 Ordinari Post-Zeitung	NA	1679	daß die neue	Fortification	zu Corfu nicht	Fortifikation
   463447	 Ordinari Post-Zeitung	NA	1679	elbe noch keine	Communication	gehalten  aus	Kommunikation
   463453	 Ordinari Post-Zeitung	NA	1679	rcht einiger	Infection	. Aus Provence	Infektion
   464021	 Ordinari Post-Zeitung	NA	1679	in eine grossen	Consternation	 und fuͤrchtet	Konsternation
   464103	 Ordinari Post-Zeitung	NA	1679	den Tag zu der	Evacuation	bestimmen 	Evakuation
   464360	 Ordinari Post-Zeitung	NA	1679	zu voͤlliger	Restitution	zu bringen 	Restitution
   464536	 Ordinari Post-Zeitung	NA	1679	emorial wegen der	Evacuation	Hasselt und	Evakuation
   465205	 Mercurii Relation (Extractschreiben)	NA	1684	. NB. Dise	Action	ist in Festo	Aktion
   465973	 Mercurii Relation (Extractschreiben)	NA	1684	wiederum ein newe	Invention	von Kuglen erf	Invention
   466660	 Ordinari Wochentliche Dinstags Postzeittungen	NA	1662	lda muͤndliche	relation	gethan  vnd h	Relation
   466847	 Ordinari Wochentliche Dinstags Postzeittungen	NA	1662	and missiue die	restitution	Jhrer Gesundheit	Restitution
   466903	 Ordinari Wochentliche Dinstags Postzeittungen	NA	1662	iese gefaste	resolution	veraͤnderen	Resolution
   466912	 Ordinari Wochentliche Dinstags Postzeittungen	NA	1662	d vorgehabter	reformation	der Koͤniglicher	Reformation
   467443	 Ordinari Wochentliche Dinstags Postzeittungen	NA	1662	er sich zur	execution	fertig machen	Exekution
   467482	 Ordinari Wochentliche Dinstags Postzeittungen	NA	1662	gen  seine	execution	auß zu stellen	Exekution
   467618	 Ordinari Wochentliche Dinstags Postzeittungen	NA	1662	llen sie die	Commission	mitten im Land	Kommission
   467807	 Ordinari Wochentliche Dinstags Postzeittungen	NA	1663	den mit grosser	reputation	erhalten  vn	Reputation
   467988	 Ordinari Wochentliche Dinstags Postzeittungen	NA	1663	ͤcken  mit	Munition	vnnd 3000. Kis	Munition
   468133	 Ordinari Wochentliche Dinstags Postzeittungen	NA	1663	n  welcher die	Ratification	der Tractaten	Ratifikation
   468447	 Ordinari Wochentliche Dinstags Postzeittungen	NA	1663	iß auff 3.	Million	vnd 300000. Po	Million
   468511	 Ordinari Wochentliche Dinstags Postzeittungen	NA	1663	rirten 8.	Millionen	vnd Auffhebung	Million
   468905	Ordentliche Wochentliche Post-Zeitungen	NA	1671	eiwillig in seine	protection	ergeben ; Ein	Protektion
   470241	Ordentliche Wochentliche Post-Zeitungen	NA	1671	en die Landtags	Proposition	in der Ritterstuben	Proposition
   470425	Ordentliche Wochentliche Post-Zeitungen	NA	1671	n Tuͤrckey die	Contagion	starck grassirt	Contagion
   470504	Ordentliche Wochentliche Post-Zeitungen	NA	1671	i der gefasten	Resolution	mit 60000. Man	Resolution
   470547	Ordentliche Wochentliche Post-Zeitungen	NA	1671	sambt anderer	provision	in Bereitschafft	Provision
   470711	Ordentliche Wochentliche Post-Zeitungen	NA	1671	e angebottene	mediation	sehr wohl auff	Mediation
   470907	Ordentliche Wochentliche Post-Zeitungen	NA	1671	rcken zur	Satisfaction	seine Bruͤder	Satisfaktion
   471568	Ordentliche Wochentliche Post-Zeitungen	NA	1671	er von der	Nation	auffzurichten	Nation
   471578	Ordentliche Wochentliche Post-Zeitungen	NA	1671	adt anderthalb	Million	Realen von Bi	Million
   471672	Cöllnische Ordinari Post-Zeitung	NA	1699	ier befindenden	Nationen	mithin den Zoll	Nation
   471855	Cöllnische Ordinari Post-Zeitung	NA	1699	Persien neue	Prætensionen	auff Babilon	Prätension
   471950	Cöllnische Ordinari Post-Zeitung	NA	1699	g Geld vor der	Election	des Koͤnigs ge	Election
   472546	Cöllnische Ordinari Post-Zeitung	NA	1699	 Kayserl .	Resolution	bereits dahin	Resolution
   472980	Cöllnische Ordinari Post-Zeitung	NA	1699	 obschon der	Procession	juͤngsthin z	Prozession
   473173	Cöllnische Ordinari Post-Zeitung	NA	1699	rcklich ihre	Munition	darin zu fuͤhr	Munition
   473192	Cöllnische Ordinari Post-Zeitung	NA	1699	die voͤllige	Evacuation	bald geschehen	Evakuation
   473540	Cöllnische Ordinari Post-Zeitung	NA	1699	eine habende	Commission	sich in ein	Kommission
   473544	Cöllnische Ordinari Post-Zeitung	NA	1699	 in eine	Deliberation	und Conferentz	Deliberation
   473804	Cöllnische Ordinari Post-Zeitung	NA	1699	Ansuchen und	Mediation	der Cronen Schwe	Mediation
   473814	Cöllnische Ordinari Post-Zeitung	NA	1699	elligkeit  wegen	Occupation	der Statt Elbing	Okkupation
   473882	Cöllnische Ordinari Post-Zeitung	NA	1699	en . Die	Ratification	wegen des Tarifs	Ratifikation
   474609	 Relation: aller Fürnemen und Gedenckwürdigen Historien	NA	1662	eß feindes in	contribution	gesetzet habe	Kontribution
   475126	 Relation: aller Fürnemen und Gedenckwürdigen Historien	NA	1662	 suchte die	restitution	der Jhme von de	Restitution
   475181	 Relation: aller Fürnemen und Gedenckwürdigen Historien	NA	1662	g in seiner	Commission	von restitution	Kommission
   475183	 Relation: aller Fürnemen und Gedenckwürdigen Historien	NA	1662	ission von	restitution	der Vestung Or	Restitution
   476013	 Relation: aller Fürnemen und Gedenckwürdigen Historien	NA	1662	. Catholischen	religion	abgenom̄en wor	Religion
   476034	 Relation: aller Fürnemen und Gedenckwürdigen Historien	NA	1662	d Freyheit der	Religion	gelassen werde	Religion
   476042	 Relation: aller Fürnemen und Gedenckwürdigen Historien	NA	1662	schrifftliche	Jnstruction	, und warten	Jnstruction
   476076	 Relation: aller Fürnemen und Gedenckwürdigen Historien	NA	1662	einer frembden	Nation	gehaͤssig .	Nation
   476629	 Relation: aller Fürnemen und Gedenckwürdigen Historien	NA	1662	orden  deßen	proposition	aber nur in	Proposition
   476686	 Relation: aller Fürnemen und Gedenckwürdigen Historien	NA	1662	 Seelaͤnder	restitution	belangend 	Restitution
   477179	 Ordinari Wochen-Zeitung	NA	1681	 Fuͤrstl.	Collation	tractieret wo	Kollation
   478043	 Ordinari Wochen-Zeitung	NA	1681	afford  die	Conspiration	betreffend 	Konspiration
   479093	 Wochentliche Newe Zeitung	NA	1685	lt Audientz die	Resolution	seines Koͤnigs	Resolution
   479098	 Wochentliche Newe Zeitung	NA	1685	treffend die	Praͤtension	auff Chur-Pfaltz	Prätension
   479142	 Wochentliche Newe Zeitung	NA	1685	ln Paͤbstl.	Mediation	 werde gegeben	Mediation
   479311	 Wochentliche Newe Zeitung	NA	1685	der Christl.	Religion	unterricht .	Religion
   479405	 Wochentliche Newe Zeitung	NA	1685	 Griechische	Nation	 welche in e	Nation
   479948	 Wochentliche Newe Zeitung	NA	1685	Proviant und	Munition	einen grossen	Munition
   480069	 Wochentliche Newe Zeitung	NA	1685	 bey welcher	Religion	Er auch leben	Religion
   480083	 Wochentliche Newe Zeitung	NA	1685	die Englische	Religion	keineswegs zu	Religion
   480374	 Wochentliche Newe Zeitung	NA	1685	der Jnnwohner	Affection	zu gewinnen	Affektion
   480496	 Wochentliche Newe Zeitung	NA	1689	llige Wahl aller	Nationen	und Factionen	Nation
   480623	 Wochentliche Newe Zeitung	NA	1689	lchischen	Faction	mit Consens	Faction
