Number	Left_Context	Keyword	Right_Context
 45436595:	  ihres Nutzens und Nothwendigkeit bey ſeinen Unterthanen zu empfehlen geſucht hat . Es kommen nicht weniger 3 ) in unſerm 	Korpus	 Juris auch viele dogmatiſche Saͤtze vor ; beſonders finden ſich dieſe in denen Inſtitutionen und Pandecten des K. Juſtinians ſehr
 45437423:	  Geſetzes bezeichnet , leidet gar keinen Zweifel ; denn ſeine Meinung iſt es , welche durch die Aufnahme in das 	Korpus	 der Pandecten legale Auctoritaͤt erlangt hat ; wogegen die Meinung des andern Juriſten , als eine bloſe Lehrmeinung , ſich
 45535273:	  bloſe Privatſammlungen ſind , die nicht unter paͤbſtlicher Auctoritaͤt verfertiget worden , nicht nach dem Orte , den ſie im 	Korpus	 Juris behaupten , ſondern nur nach dem eigenen Zeitalter einer jeden einzelnen Verordnung beurtheilet werden . Im andern Falle ,
 45556627:	  Lib. XLVII. Tit. 22. gehandelt . Eine Univerſitaͤt im weitlaͤuftigen Verſtande , oder eine Gemeinheit , Gemeinde , Collegium , 	Korpus	 , Zunft ꝛc. iſt uͤberhaupt eine vom Regenten zu einem fortdaurenden , und zunaͤchſt mit dem gemeinen Endzweck des Staats
 45574652:	  den Privilegien im eigentlichen Verſtande ſind endlich auch die iura ſingularia zu unterſcheiden . Man verſtehet darunter die in dem 	Korpus	 Juris enthaltene , und entweder nur einem gewiſſen Alter , Geſchlecht , Stand oder Klaſſe von Perſonen , oder einer
 45577334:	  ein Privilegium beruft . Denn in der Regel pflegen Privilegien nicht ordentlich bekannt gemacht zu werden . Die in unſern 	Korpus	 Juris enthaltene beſondere Rechte beduͤrfen jedoch keines Beweiſes . Endlich 4 ) niemand kann in der Regel genoͤthiget werden ,
 45621780:	  Verzeichniß . Altdorf . Herr Juſtizrath Proͤgel . 1. Herr Kaſten und Juſtizrath Foͤrſt in Stauf. 2 Ex. Exempl. 3 	Bamberg	 Hr. Cand. Iur. Weber. Hr. Stadtvoigt Fexer. Hr. Prof. von Reider. 3 Bueg. Hr. Amtmann Neuper. 1 Ellingen. Hr. D.
 45949235:	  Geſellſchaft val . Und wie d’ ſelben geiſt einer ſich zu einem Ritter verdingt , und ym wol dienete . 	Bamberg	 1493 . 4. Eben ſo Theophilus , eine Romanze , wo dieſer ſich mit Leib und Seele dem Teufel verſchreibt
 48226934:	  werben ließ / Das unter dem von Solms zu dem von Weymar ſtieß . Es war vom Helden Horn das 	Bamberg	 eingenommen / Aus dem er taͤglich ließ ſein Volck fuͤr Forchheim kommen / Das ein ſehr feſter Ort und annoch
 48226972:	  Ort und annoch Jungfer iſt . Hierwider machte ſich Graf Tylli ſehr geruͤſt Dem Ort Entſatz zu thun / und 	Bamberg	 frey zu machen / Dann Bamberg und ſein Land hatt ’ alle baͤſte Sachen Jn Forchheim eingeſetzt . Der Tylli
 48226978:	  Hierwider machte ſich Graf Tylli ſehr geruͤſt Dem Ort Entſatz zu thun / und Bamberg frey zu machen / Dann 	Bamberg	 und ſein Land hatt ’ alle baͤſte Sachen Jn Forchheim eingeſetzt . Der Tylli kam heran / und toͤdtete dem
 48227010:	  . Der Tylli kam heran / und toͤdtete dem Horn ein etlich hundert Mann / Daß er gezwungen ſich von 	Bamberg	 muſt ’ erheben / und ſolches ſeinem Feind’ als Staͤrckern wieder geben . Dann Bamberg iſt ein Ort der groß
 48227025:	  Daß er gezwungen ſich von Bamberg muſt ’ erheben / und ſolches ſeinem Feind’ als Staͤrckern wieder geben . Dann 	Bamberg	 iſt ein Ort der groß und unbewallt / Ja ohne Graben iſt / ein großer Aufenthalt Der Pfaͤff- und Moͤncherey
 48227136:	  ſtarcke Wercke hat / Jſt auch / wie vor geſagt / ſtets unbeſiegt geblieben . Wie nun Guſtavus Horn aus 	Bamberg	 war vertrieben Zog er nach Schweinfurt hin / wo ſeines Volckes war / Umb welche Gegend er ſein halb-zerſtreute Schar
 48227191:	  zu des Haͤupts von Schweden Ankunft bliebe . Jndeſſen hielte ſich der Tylli auch in Ruh / und lag von 	Bamberg	 an biß bald an Amberg zu . Bey welchem Lager ſich die Nuͤrenberger Weyden und derer Staͤdtichen ein großes muſten
 48230866:	  die Stadt / die in die Flammen fiel / Das Schloß erwehrte ſich / worauf des Fuͤrſten Ziel Zum großen 	Bamberg	 war / ein Platz voll Moͤnch und Pfaffen / Es wurde bald beſiegt / und alles was in Waffen Gefunden
 48230999:	  gieng . Diß trieb den Fuͤrſten auff / Daß er das Forchheim ließ / ſein Heer zuſammen brachte / Zu 	Bamberg	 Muſtrung hielt / und ſich darwider machte / Wo ſein Herꝛ Bruder jhm / Fuͤrſt Wilholm / Beyſtand that .
 48724641:	  Koͤnig . Beſondere Erlaͤuterung gewaͤhrt aber , was Praͤtorius in ſ . Weltbeſchreibung 1 , 429 berichtet : „ zu 	Bamberg	 in Franken zur Zeit eines ſtarken Windes hat ein alt Weib ihren Mehlſack in die Hand gefaßt , und denſelben
 49651613:	  , Placenz und Guaſtella , ingleichen faſt alle geiſt- und weltliche Reichsſtaͤnde , als Kur Trier und Kur Koͤln , 	Bamberg	 , Wuͤrtzburg , Baſel , Luͤttich , Speyer , Straßburg , Muͤnſter , Fulda , Teutſchorden ꝛc. Kurpfalz , Kurſachſen
 50634813:	  und Unzulänglichkeit des neuern juridischen Verstandes rief das andre Extrem hervor , die Vergötterung der Vergangenheit . Man benuzte das 	Historische	 zunächst als Aushilfe , man wollte der Tradition das entnehmen , worauf die Gegenwart keine bestimmte Antwort zu geben wußte
 50661313:	  , so gewiß soll die zugestandene orientalische Färbung des Christenthums dazu dienen , uns von einem blinden Fetischdienst gegen das 	Historische	 im neuen Testament zu befreien , keineswegs aber , um die Lehren desselben in die Trödelkammer der menschlichen Jrrthümer zu
 50662067:	  Systeme , die christlichen Lehrbegriffe zu erkennen , aufstellen . Beide gehen von der größten Freiheit in Rücksicht auf das 	Historische	 im Christenthum aus . Beide haben gleiche Achtung vor dem Ewigen in demselben . Jenes ist ein moralisches , dieses
 50733722:	  gezogen / iſt jhnen auff dem Main vnder wegen ein Schiff mit groſſem Gut beladen / vnd dem Biſchoff von 	Bamberg	 zugeſtanden / an die hand geſtoſſen / welches ſie angenommen / behalten vnd gepluͤndert / auff denſelben tag ſeind die
 50755382:	  deß Stiffts verwanten / ſondern auch Marggraͤfiſcher vnd anderer vmbliegenden Herꝛſchafften angehoͤrig / alle Schloͤſſer vñ Edelleuth Haͤuſer im Stifft 	Bamberg	 / auch etwa viel in Marggraff Caſimirs Fuͤrſtenthumb gelegen / entweder gepluͤndert vnd abgebrochen / oder im Boden außgebrant /
 50755422:	  / deren fuͤrwar ein groſſe Zahl / vnd als etliche meinen / auff die 100. geweſen / darzu die Statt 	Bamberg	 Jngenommen / die Pfaffheit vnd Geiſtlichen darin vberfallen vnd genoͤtigt / vnd viel vnrahts vnd vbels geſtifft hatten / zu
 50755476:	  Hauptleut mit jhrem Kriegsvolck / vnd den andern Fuͤrſten / nach volbrachter ſtraff zu Schweinfurt / den nechſten weg auff 	Bamberg	 zu / vnd brachten das Stifft ohn ſondere noth / in kurtzem in gebuͤrenden gehorſamb / alles mit vorbehalt dem
 52495887:	  Frießland / 1614 . 30. Rinteln / in der Grafſchafft Schaumburg / 1621 . 31. Utrecht / 1634 . 32. 	Bamberg	 in Francken / 1641 . 33. Kiel in Holflein / von Hertzog Chriſtian Albrecht / 1665 . 34. Illuſtre Gymnaſium
 52851319:	  die Leiber in stolzer Schöne durch den herrlichen Faltenwurf der Gewänder nur noch deutlicher hervorgehoben gesehen . Auch Magdeburg , 	Bamberg	 , Naumburg , Trier , Worms usw. , alles ist Gurlitt unbekannt . Man muß sie aus eigener Anschauung oder
 52875827:	  Die Deutſche Beſatzung in der Citadelle zu Wuͤrzburg war noch beym Ausmarſch 2150 Mann ſtark . General Augereau iſt von 	Bamberg	 , wo noch eine Deputation des Fuͤrſtl. Senats an ihn geſandt wurde , zu Wuͤrzburg angekommen . Schreiben aus Hanau
 52920598:	  Nohtwendigkeiten beladen , welche nach den Hungar . Veſtungē abgehen ſollen . Es geben Nachrichten von Sr. Hoch-Fuͤrſtlichen Gnaden von 	Bamberg	 , und Wuͤrzburg , auch Herzogen in Franken , Sr. Roͤm. Kayſerl. Majeſt. geheimen Conferenz-Rath , und Reichs-Hof-Vice- Canzlern ,
 52920740:	  Freytags , als den 8ten dieſes , Mittags , in Dero Graͤnz-Veſtung zu Forcheim , und Abends in Ihro Reſidenz-Stadt 	Bamberg	 , unter Zuruffung des Freudenvollen Volcks gluͤcklich und geſund angekommen ſeynd . Das Vergnuͤgen iſt bey Hofe unter dem hohen
 52921128:	  ſeyn erachtet ; ſo waͤre des verſtorbenen Bruders Sohn auf oͤffentlicher Straſſe weggenommen . Ob er nun gleich denſelben von 	Bamberg	 , wohin er gefuͤhret worden , mit vielfaͤltiger Anzeige bey loͤbl . Ritter Orts-Gebuͤrg , auch kraft der darauf erfolgter
 52921259:	  von Arnan allergnaͤdigſt ernennet worden ſeyn . Vorgeſtern ſind 2. Schiffe von Wien mit der Bagage Ihro Hochfuͤrſtl. Durchl. von 	Bamberg	 und Wuͤrzburg , nebſt 100. Persohnen Dero Bedienten , alhier angelanget , und haben darauf die Reiſe zu Lande nach
 52928485:	  ) Dresden , den 27 April . Das ſächſiſche Contingent iſt nach Baiern beſtimmt , wo , und zwar zwiſchen 	Bamberg	 und Nürnberg , ein Bundesheer von 50,000 Mann aufgeſtellt werden ſoll , um bei allen möglichen Eventualitäten bei der Hand
 52959292:	  J. Maj. die Königin von einem Prinzen glücklich entbunden ; die hohe Wöchnerin und der Neugeborne befinden ſich wohl . 	Bamberg	 , den 22 April . Geſtern Abend , 7 Uhr , fielen betrübende Auftritte bei der Hauptwache vor . Ein
 52981398:	  Kauf angeboten . Es ſollen auch Vorkehrungen zu ſchleuniger Einrichtung preußiſcher Kanonenböte getroffen werden . Einem Bundesbeſchluſſe zufolge wird bei 	Bamberg	 , Nürnberg und Hof ein Armeecorps von 60,000 Mann zuſammengezogen werden , das aus 20,000 Oeſterreichern , 20,000 Bayern ,
 52999153:	  , den 29. Junii . Ihro Kayſerl. Majeſt. haben des Heil. Roͤm. Reichs Grafen , und nunmehro regierenden Fuͤrſten zu 	Bamberg	 und Wuͤrzburg , Herzog in Francken , Dero Roͤm. Kayſerl. Majeſt. wuͤrcklich geheimen Conferenz-Rath , wie auch Reichs-Hof-Vice- Canzlern ,
 53035360:	  uͤber Wartha nachfolgen werden . Wien , den 30. Jun . Es wil geglaubet werden , daß der Biſhoff von 	Bamberg	 und Wuͤrzburg nicht mehr anhero kommen werde , angeſehen er ſeine hieſige Meublen faſt alle mitgenommen haben ſoll . Der
 53201387:	  Zuruͤckgebung ſeiner Ehe-Frau gebeten habe . Duͤſſeldorff , den 3 Auguſt . So bald als der Biſchof von Wuͤrzburg und 	Bamberg	 an dem Chur-Pfaͤlziſchen Hofe wird angekom̃en ſeyn ; ſo bald wird man etwas gewiſſers von der Coadjurorſchafft ? von Chur-Maynz
 53797854:	  bey dem Durchl. Chur-Prinzen in Jure Publico & c. unter ſehr vortheilhaften Bedingungen berufen worden . Des Herrn Biſchofs zu 	Bamberg	 und Wuͤrzburg Hochfuͤrſtl. Gnaden haben ihm , in Betrachtung ſeiner viele Jahre erſprießlich geleiſteten Dienſte , nicht nur ſeine Dimißion
 53888034:	  in Prag bey Hrn. F. W. Kawka ; in Nuͤrnberg bey den Herren Joh. Wilh. Pfluͤger und Sohn ; in 	Bamberg	 bey Hrn. J. G. Kretz ; in Augſpurg bey Hrn. Chr. G. Honold Wittwe ; in Jena bey Herrn Brauer
 54428856:	  Entſchaͤdigung durch Saͤculariſationen fuͤr ſich in Muͤnſter , und ſonſt nach Convenienz und Uebereinkunft ; fuͤr Oranien in Wuͤrzburg und 	Bamberg	 . 43. Allein auch noch ein anderer Verbuͤndeter , Spanien trat gleich nachher von der Coalition ab . Sein Beytritt
 54893245:	  . Mineralog . Societät daselbst Asseſsor und andrer gelehrten Gesellschaften Mitglied . Erster Theil , die Phänomenologie des Geistes . 	Bamberg	 und Würzburg , bey Joseph Anton Goebhardt , 1807 . Inhalt . Vorrede : Vom wiſſenſchaftlichen Erkennen . Das Element
 55099253:	  ohne den er das leblose Einſame wäre ; nur — aus dem Kelche dieses Geisterreiches schäumt ihm seine Unendlichkeit . 	Bamberg	 gedruckt mit Reindlischen Schriften . Bey Joseph Anton Göbhardt , Buchhändler in Bamberg und Würzburg sind im Jahre 1806 folgende
 55099266:	  dieses Geisterreiches schäumt ihm seine Unendlichkeit . Bamberg gedruckt mit Reindlischen Schriften . Bey Joseph Anton Göbhardt , Buchhändler in 	Bamberg	 und Würzburg sind im Jahre 1806 folgende neue Bücher fertig geworden . Oken , die Zeugung . gr . 8.
 57918574:	  ſich im goekingſchen Journal fuͤr Deutſchland . 1784. 5tes Stuͤck . Das fuͤrſtliche Luſtſchloß zu Seehof , nicht weit von 	Bamberg	 , iſt ein regulaͤres Viereck mit vier Kupeln auf den Ecken . Der Garten iſt im alten Stil , und
 59050113:	  wahrnehmen . Von der Art iſt das merkwürdigſte mir bekannte Beyſpiel , ein Greiſs , der zu Rechingen ( Oberamt 	Bamberg	 ) in der Pfalz lebte , und 1791 im 120ſten Jahre ſtarb . Dieſem wuchſen im Jahr 1787 , nachdem
 59882977:	  aus Betrachtung der vielfältigen Hindernisse , mit denen die Reisenden fast ununterbrochen und leider ! oft unterliegend gekämpft haben . 	Historische	 Uebersicht der Reise . Als im Jahre 1820 der Herr General Menu von Minutoli sich entschlossen hatte , eine Reise
 60529405:	  ( Phil. Transact. for 1851 Part 1. ) § 2774 , 2780 , 2881 , 2892–2968 , und für das 	Historische	 der Untersuchung § 2847 . ( S. 401. ) Vergl . Nervander aus Helsingfors im Bulletin de la classe physico-
 61031860:	  den lebhaftesten Wunsch , so wichtige Hülfsmittel zur Kenntniß der Idiome des Neuen Continents von den Freunden einer allgemeinen philosophischen 	Linguistik	 benutzt zu sehen . Dem Plane des Hingeschiedenen gemäß , wird ein Mexicanisch- Lateinisches Wörterbuch , sammt einer Grammatik ,
 61410861:	  und Berge , Thäler und Klüfte bedeckt . Auf der großen Heerſtraße , die querdurch vom Rheinlande nach Würzburg und 	Bamberg	 läuft , begegneten einander die Jünglinge . Der Eine kam von Abend , der Andere von Morgen . Ihre Thiere
 62734531:	  parmensische Erinnerungen waren : das berühmte Porträt Paul III von Tizian im farnesischen Palast ist in das Bild aufgenommen . 	Historische	 Farbe , Wahrheit der Charaktere lassen also nichts zu wünschen übrig ; aber was war das für seinen Begleiter neben
 62961244:	  367 f. — Bacchus ( Borrachos ) I 139 ff. 248 . 255 ff. II 227 . 331 . III. 	Historische	 Stücke . Moriscos ( verloren ) I 217 . 230 ff. II 363 . — Die Uebergabe von Breda I
 65007299:	  J. G. Olde , aus Hamburg . C. A. Overbeck , aus Luͤbeck . P. J. v. Overncamp , aus 	Bamberg	 . F. H. L. Owen , aus Oſterode . C. Pauli , Koͤn. Univ. Tanzmeiſter . G. G. v. Peetz
 65007471:	  London . J. Roſendaal , aus Amſterdam . G. v. Roſenthal , aus Eſthland . Freyherr v. Rottenhann , aus 	Bamberg	 . E. F. Ruͤhl , aus Frankfurt . J. N. Ruhlender , Kaufm. J. C. G. Ruhſtreth , aus Oldenburg
 65569253:	  aufgehoben . Eben so der vomKaiser der Reichsburg Friedberg verliehene St. JosephsOrden , durch Verordn. der baier. Landes- Direction zu 	Bamberg	 v. 6. Jul. 1807 ; in Oesterreichers Archiv , VIII , Num. 19. Aehnliche Orden wurden 1804 von dem Kaiser
 65750258:	  Lexicographische Werke. §. 34 . Cap. IX . Werke für Geschichte und Erläuterung der Staatsverträge. §. 35a . Cap. X. 	Historische	 Mémoires , insonderheit über Staatsverhandlungen . §. 35b . Abschn. 1. Historische Mémoires , in eigenen hiezu bestimmten Sammlungen .
 65750270:	  Erläuterung der Staatsverträge. §. 35a . Cap. X. Historische Mémoires , insonderheit über Staatsverhandlungen . §. 35b . Abschn. 1. 	Historische	 Mémoires , in eigenen hiezu bestimmten Sammlungen . §. 36 . Abschn. 2. Historische Mémoires , die einzeln erschienen sind
 65750284:	  . §. 35b . Abschn. 1. Historische Mémoires , in eigenen hiezu bestimmten Sammlungen . §. 36 . Abschn. 2. 	Historische	 Mémoires , die einzeln erschienen sind . §. 37 . Cap. XI . Werke für die Geschichte der neuern Welthändel
 65759153:	  Angleterre et la Prusse. Amsterd. 1807. N° I et II. 8. 27 ) Paul Oesterreicher’s Kriegs-Archiv des rheinischen Bundes . 	Bamberg	 1806—1808 . 4. 28 ) Actes et Mémoires concernant les négociations qui ont eu lieu entre la France et les
 65762976:	  Altorf 1794. I. Heft . 8. 35 ) Joh. Richard v. Roth’s Abhandlungen aus dem teutschen Staats- und Völkerrecht . 	Bamberg	 1804 . 8. 36 ) C. H. K. A. v. Kamptz Beiträge zum Staats- und Völkerrecht . Berlin Bd. I.
 65990993:	  und Remak . Zürich im October 1860 . A. Kölliker . Inhaltsverzeichniss . Seite . Erste bis vierte Vorlesung . 	Historische	 Einleitung 1 Fünfte Vorlesung . Erster Hauptabschnitt . Von der Entwicklung der Leibesform und den Eihüllen 24 Das Säugethierei 23
 65993542:	  die Bildung des Darmkanals aus der Vesicula umbilicalis in Oken und Kieser Beiträge z. vergl. Zool. , Zoot. und Phys. 	Bamberg	 1806 , eine auch in allgemeiner Beziehung bemerkenswerthe Abhandlung ; Derselbe , über die Bedeutung der Schädelknochen , Jena 1807
 66219539:	  hohen Jahren , In allen Kuͤnſten der Themis ſehr erfahren , Und hatte lange mit Haar und Haut , Das 	Korpus	 Juris ſamt den Pandekten , verdaut . 3. Er war kinderlos und unbeweibet , Und darum wohlbewadet und ſtark beleibet
 66220418:	  , Punſch , oder was ſie ihm ſonſt goͤnnten ; Beſonders kam ihm beim edlen Wein Manch ſchoͤner Einfall aus’m 	Korpus	 Juris ein . 31. Er war ſtark beleſen in allen juriſtiſchen iſten , Civiliſten , Kriminaliſten , Publiciſten , Und
 66258309:	  das Licht . 3. Zwar Herr Jobs hatte nichts verloren , War von guter Poſitur wie zuvoren , Ja ſein 	Korpus	 ware vielmehr Seit dem Pfarrerſtande anſehnlicher . 4. Aber Amaliens Reize waren verblichen , Seitdem ohngefaͤhr jene 15 Jahre verſtrichen
 66273091:	  . Herr Commissionsrath Haueisen . — D. Eucharius Oertel . Banz bey Coburg . Herr Pater Frank , Professor . 	Bamberg	 . Herr Wyttenbach . Barth . Herr D. Henning . — von Stumpfeld zu Satel . Barmen . Demoiselle Lene
 66274908:	  Ziegler , Prof . der Theologie . Insel Rügen . Herr Moritz Arndt zu Altenkirchen ( Wittow ) . — 	Bamberg	 zu Starrewiz ( Wittow ) . Frau Amalia Bamberg , geborne Schindler zu Reiderviz ( Wittow ) . Herr von
 66274917:	  . Herr Moritz Arndt zu Altenkirchen ( Wittow ) . — Bamberg zu Starrewiz ( Wittow ) . Frau Amalia 	Bamberg	 , geborne Schindler zu Reiderviz ( Wittow ) . Herr von Bielefeld , Obrister und K. Dänischer Generaladjutant . —
 66721796:	  cultivirt . Im größeren Umfange wird er um Tulln in Niederöſterreich , in Malin , Czaslau , um Nürnberg , 	Bamberg	 , Erlangen , Forchheim in Baiern ꝛc. gebaut . Die geſchätzteſten Wurzeln liefern jene Meerrettigſorten , deren große herzförmige ,
 67026558:	  ſeines Einzigen erſt erſchrocken war , dann aber lachen mußte , war ebenfalls zum Dachboden emporgeſtiegen , hatte ſeinen behäbigen 	Korpus	 mit Mühe durch die Luke gedrängt und neben ſeinem Sprößling Platz genommen . Wahrhaftig , der Junge hatte Recht .
 67121227:	  , theils mit dem mir neuen Dampfschiffe auf dem Main , theils über Land mit dem Wagen nach Würzburg und 	Bamberg	 . Wie viel boten diese alten Städte und durchzogenen Gegenden unseren schaulustigen jungen Augen . In Erlangen nahmen wir zusammen
 67123679:	  ihn den Babbe ( pfälzisch Papa ) . Er war Chirurg , besass als geprüfter Zögling der früheren Chirurgenschule in 	Bamberg	 die Befugnis , gewisse Krankheiten etc. zu behandeln , hatte sich in einem katholischen Orte bei Landau niedergelassen und viel
 68505074:	  Thydverſkum kvœdum « , geſungen ſei . Der Marner , ein Schwabe , und Hugo von Trimberg , der bei 	Bamberg	 lebte , erwähnen als Vorwürfe verſchiedener Gedichte , » wen Kriemhilt verriet , und Kriemhilden mort , Sigfrides tot ,
 69819537:	  die Proteſtanten von dieſen in Franken auf alle Weiſe geneckt und gedruͤckt wuͤrden , und wie beſonders der Fuͤrſtbiſchof zu 	Bamberg	 viel Intoleranz ausuͤbe . Ich gab mein Befremden daruͤber zu erkennen , da ich das Gegentheil gehoͤrt hatte , und
 69819679:	  Vergnuͤgen machte , und bei dem ich ſo gut ſtand , that mir hierauf den Vorſchlag , eine Tour nach 	Bamberg	 und Wuͤrzburg mit zu machen , unter der Verſicherung , mich ſollte die Reiſe auch nicht einen Kreuzer koſten .
 69819757:	  erſetzen duͤrfte , gefallen . Das wollen wir ſchon ſehen , ſagte er , und ſo gings nach Wuͤrzburg , 	Bamberg	 , Anſpach , Erlangen , Nuͤrnberg , und den andern Staͤdten , welche in der dortigen Gegend herum liegen .
 69819800:	  hier weder Reiſekunden noch Topographien , folglich darf man hier nichts weiter erwarten , als was mich betrifft . In 	Bamberg	 blieben wir nicht lange ; ich hatte alſo keine Gelegenheit dies Ding , was misbraͤuchlich Univerſitaͤt genannt wird , naͤher
 70012284:	  . “ — Ich habe einigemal ihren Diſputationen beygewohnt und bemerkt , daß ſie allemal damit endigten , daß das 	Korpus	 der Lehren , ſo wie dieſe jezt waͤren , ſchlechterdings nicht die Lehre der wahren oder der katholiſchen Kirche ſeyn
 71358372:	  . Als die Inseln sich bevölkerten , war an der Oder selbst schon frühzeitig Stettin entstanden , und Otto von 	Bamberg	 , der Apostel der Pommern , fand die Stadt bereits im Anfange des XII. Jahrhunderts als volkreichen Platz und Hauptsitz
 71358833:	  künstlerischen Bedeutung , sie sind einfache Backsteinbauten ohne hochaufragende Thürme . Am berühmtesten ist die 1124 durch Bischof Otto von 	Bamberg	 erbaute Peter-Paulkirche als ältestes religiöses Bauwerk Pommerns . Die Kirche wurde während der Belagerung von 1677 zerstört , durch den
 72203018:	  Bayren , Kilian der Oſtfranken , Bonifacius der Thuͤringer und Heſſen , Ansgarius der Sachſen und Frieſen , Otto von 	Bamberg	 , der Pommern , Adelbert , der Preußen Apoſtel gehalten wird . Gewafnet nenne ich ihn , nicht , daß
 73202820:	  Kanzler , ſeinem Rat , Zum Herzog gut , zu mancher That . Zum Biſchof macht der Kaiſer ihn Von 	Bamberg	 , mit ihm zog Burvin , Der immer brav an ſeiner Seite Im Leben gab ihm das Geleite . Und
 73571489:	  von dort zieht er sich gegen Nürnberg hin , passirt die Pegnitz , berührt Erlangen und Forchheim und mündet bei 	Bamberg	 in den Main aus . Mit Einschluß der Dammschifffahrt in der Altmühl wird er 592,545 Fuß baierisch oder 23 1/2
 73571566:	  bei Kehlheim , welche durch 25 Schleußen erstiegen werden ; von diesem Plateau aus bis zur Mündung der Pegnitz bei 	Bamberg	 hat man 69 Schleußen zu passiren . Die Länge jeder Schleuße beträgt 120 Fuß , ihre Breite 16 Fuß ;
 73571871:	  aber der Ziehpfad des Canals völlig eben ist , so wird ein Pferd in 5 Tagen die ganze Strecke zwischen 	Bamberg	 und Kehlheim zurücklegen ; die Transportkosten werden sich folglich auf dieser Strecke nicht über 26 Fl. 15 Xr . per
 74361618:	  zu Metz in die Acht erklaͤhret worden . Unter dieſen ſollen einige den bekannten Friedens- Stoͤhrer Alberten / Grafen zu 	Bamberg	 ( ſo in den Deutſchen Franckenland damahls der maͤchtigſte war ) zum Bruder gehabt haben . Gedachter Albert / der
 74361716:	  Kopff aus geringem Stande ſo hoch kommen war / ließ ſich hierzu gebrauchen . Er beſuchte Alberten auff ſeinem Schloß 	Bamberg	 / und erbot ſich / ihn mit dem Koͤnig und gantzem Reich zu verſoͤhnen / er ſolte nur bey dem
 74361800:	  / ſtellete ſich Hatto , als wenn der Hunger ihm beſchwehrlich wuͤrde / und er Luſt haͤtte / wieder nach 	Bamberg	 zu kehren / und daſelbſt Taffel zu halten : Welches der Graff mit Freuden annahm / ihn zuruͤck fuͤhrte und
 74361908:	  blieb doch dieſer darauff / er haͤtte ſolchen ſchon erfuͤllet / da er den Graffen zum Mittags-Mahl wieder ſicher nach 	Bamberg	 gebracht . Es muſte alſo Albert / der mit Gewalt geſuͤndiget hatte / durch eine ſuͤndliche Liſt geſtrafft werden .
 74377139:	  Monte Feretro , Garda , und was Berengar noch uͤbrig hatte / ein / ſchickte ihn mit ſeiner Willa nach 	Bamberg	 in das ewige Gefaͤngniß / Adelbert aber fand in der Jnſul Corſica ſeine Zuflucht . Jndeſſen arbeitete die Tuſculaniſche Partey
 74382490:	  dem gantzen Rath auffs aͤuſſerſte vor ihm . Weil er bald hierauff ſtarb / machte Otto den bißherigen Biſchoff von 	Bamberg	 / Brunonem ( weil er faſt keinen Jtaliaͤner mehr trauete ) unter dem Nahmen Gregorii V. zum Pabſt . Der
 74383030:	  endlich der Kaͤyſer nach Rom / ſetzte gedachte Paͤbſte ab / und ordnete an deren Stelle Svidgern / Biſchoffen zu 	Bamberg	 / unter dem Nahmen Clementis II. wiewohl auch dieſer ſchlechte Ruhe hatte / indem ſich Poppo , Biſchoff zu Breſcia
 74400462:	  Sachſen : Der erſten Fraͤnckiſchen Herzoge : Der erſten Schwaͤbiſchen Herzoge : Der erſten Meißniſchen Marckgraffen : Der Graffen zu 	Bamberg	 : Der Herzogen in Campanien / welche weil ſie zur Hiſtorie des Huren-Regiments gehoͤren / hernach abſonderlich ausgefuͤhret werden .
 74412725:	  Vogtland / Ohrgau , jezt das Hohenloiſche / Jagesgowe und andre . Die Oerter Franconofort ( Franckfurt ) Bavenberg ( 	Bamberg	 ) Worcisborg ( Wirtzburg ) Fulda , Herisfeld ( Hirſchfeld ) Aichſtaͤdt / und Lobdaburg waren in dieſer Gegend bekannt
 74426133:	  / Ballenſtaͤdtiſchen / Nordeckiſchen / Daſſeliſchen / Woldenbergiſchen / Salmiſchen / Hohenlohiſchen / Erbachiſchen und Bentheimiſchen bekannt . Das Stifft 	Bamberg	 wurde erſt auffgerichtet . Zu Henrici III. Zeiten / oder mitten im eilfften Seculo , war noch alles in obigen
 74433078:	  Anſehen der Fraͤnckiſche Pfaltz-Graff am Rhein / der auch die Chur erlangte / die Ertz- und Biſchoͤffe zu Maͤyntz / 	Bamberg	 / Aichſtadt / Speyer und Wormbs / und das Stifft Fulda zogen auch viel an ſich ; Das uͤbrige hatten
 74445080:	  Lothariſchen Reich die Grafen zu Flandern / Holland / Arduenna , Hennegau / Loͤven ꝛc. Jn Deutſchland die Grafen zu 	Bamberg	 / Altorff / Mersburg / ꝛc . Mit dieſer Art Grafen wurden nun insgemein vermiſchet die damahligen machtigen Landherren /
 74446967:	  Luͤbeck hieß / Schwerin / Olmuͤtz / Prag / Gneſen / Cracau / Neuß / oder Breßlau ; im eilfften 	Bamberg	 und Razeburg ; im zwoͤlfften Camin und Riga ; im 13den Seccau und Chiemſee / Culm / Wermeland / Samland
 74453568:	  Pio. 2. Poppo , welcher wegen unruhiger Haͤndel An. 893. abgeſetzt worden . 3. Conradus , den Adelbert Graff von 	Bamberg	 ermordet . 4. Burchardus unter Ludovico Juniore , welchen die Ungarn getoͤdtet . 5. Henricus Auceps wird bey Luitprando Lib.
