"No.","Date","Genre","Bibl","ContextBefore","Hit","ContextAfter"
"2406","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 24652","So kam es, daß ich, ein Knabe noch, über Fragen grübelte, auf die nur ein","reifer","Mann Antwort suchen sollte."
"2407","1917-12-31","Belletristik","Christ, Lena: Die Rumplhanni. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1917], S. 13326","»Mei, grad recht leicht wird er kaum gstorbn sein,","Eahna","Mann!"
"2408","1998-12-31","Gebrauchsliteratur","Hannover, Heinrich: Die Republik vor Gericht 1954 - 1974, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1998], S. 288","Alles, was der 17jährige zu seiner Verteidigung vorbrachte, konterte der Vorsitzende mit ironischen Anmerkungen unter Ausnutzung seiner überlegenen Eloquenz und ließ den","jungen","Mann spüren, für wie überflüssig er die Zeitvergeudung dieses Berufungsverfahrens hielt."
"2409","1919-12-31","Belletristik","Rubiner, Ludwig: Die Gewaltlosen. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1919], S. 143282","Ihr haltet mich für einen","einfachen","Mann?"
"2410","1941-09-08","Zeitung","Archiv der Gegenwart, 2001 [1941]","Von deutscher Seite wurde zur Rede Edens bemerkt, daß Eden offenbar seine Hörer für naiv genug halte, um ihnen den bereits in der ganzen Welt als lächerlich empfundenen Vorwand aufzutischen, daß die ""Drohung"" durch ein paar hundert Deutsche im Iran eine derartige Gefahr bedeutet habe, daß gleichzeitig vom Norden und Süden her Zehntausende von schwer","bewaffneten","Männern hätten in Bewegung gesetzt werden müssen."
"2411","1928-12-31","Gebrauchsliteratur","Wilamowitz-Moellendorff, Ulrich von: Erinnerungen 1848-1914. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1928], S. 73710","Als ich Prorektor war, schickte Althoff aus dem Ministerium die jetzige Exzellenz Schmidt-Ott, damals einen","jungen","Mann, als Vertreter des beurlaubten Kurators und sagte mir unter anderem: »er hat bisher nur die Luft des Ministeriums geatmet, sorgen Sie dafür, daß er die frische Luft einer Universität kennenlernt«."
"2412","1971-12-31","Belletristik","Bachmann, Ingeborg: Malina, Gütersloh: Bertelsmann 1992 [1971], S. 259","Ich hatte ein von Lily geliehenes, zu kurzes schwarzes Kleid an, im Auditorium maximum standen aufgereiht einige","junge","Männer und ich, damals habe ich einmal meine Stimme fest und laut gehört, die anderen Stimmen hörte man kaum."
"2413","1998-12-31","Gebrauchsliteratur","Hannover, Heinrich: Die Republik vor Gericht 1954 - 1974, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1998], S. 34","Während mein Klassenlehrer, dieser fanatische Obernazi, ungeschoren davonkam, wurde ein anderer Lehrer, ein","harmloser","Mann, der wohl nur, um seine Ruhe zu haben, Mitgliedsbeiträge bei der NSDAP gezahlt hatte, ins Lager Neubrandenburg verbracht, wo er ziemlich erbärmlich umgekommen ist."
"2414","1943-12-31","Belletristik","Seghers, Anna: Transit, Gütersloh: Bertelsmann 1995 [1943], S. 178","Wir stiegen keuchend die Treppe hinauf, mein Portugiese und ich, auf der Spur eines kleinen","halbzerschossenen","Mannes, der in irgendeinem der Häfen des Mittelländischen Meeres verschollen war."
"2415","1994-12-31","Wissenschaft","Röhrich, Lutz: Ritter. In: Lexikon der sprichwörtlichen Redensarten [Elektronische Ressource], Berlin: Directmedia Publ. 2000 [1994], S. 5028","'Chevalier sans peur et sans reproche' war der Beiname des Ritters Bayard (1476-1524) und bedeutet: ein mutiger, sich vorbildlich","benehmender","Mann sein (vgl. Dürers Darstellung 'Ritter, Tod und Teufel')."
"2416","1928-05-31","Zeitung","Tucholsky, Kurt: Der Quatsch. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1928], S. 5996","Da sprach der","alte","Mann: »Lieber Herr Doktor!"
"2417","1964-05-06","Zeitung","Archiv der Gegenwart, 2001 [1964]","Eine Menge Leute glauben, daß ihr selbst genug","junge","Männer aufzieht, um uns das abzunehmen."
"2418","1946-12-31","Belletristik","Wiechert, Ernst: Das einfache Leben, München: Ullstein Taschenbuchverl. 2000 [1946], S. 174","Er war so allein in der riesigen dunklen Halle mit den toten Vögeln und den Geweihen, die so wilde Schatten warfen, und den","toten","Männern und Frauen, die aus ihren Goldrahmen herunterblickten, so schrecklich allein, daß sie einmal hinuntergelaufen war in ihrem langen Nachthemd, das sich ihr um die Füße wickelte, und sich an seine Schulter gestellt hatte wie ein junger, starker Schild."
"2419","1931-12-31","Gebrauchsliteratur","Gotzes, A.: Heiligenkreuz, eine Abtei im Wiener Wald. In: Ins Leben hinaus, Stuttgart: Union Dt. Verl.-Ges. 1931, S. 145","Sie beriefen","bedeutende","Männer der Architektur und Kunst, die unter Schonung des Altüberlieferten Heiligenkreuz wieder zu dem machten, was es einst gewesen war, zu einer eindruckstiefen, stimmungsvollen Kunststätte, deren wundersame, zur Andacht führende Schönheit keiner vergißt, der in ihr weilen durfte."
"2420","1946-12-31","Belletristik","Bredel, Willi: Die Väter. In: ders., Gesammelte Werke in Einzelausgaben, Bd. 7, Berlin: Aufbau-Verl. 1973 [1946], S. 432","Unter","gesetzten","Männern!"" -"
"2421","1913-03-02","Zeitung","Berliner Tageblatt (Abend-Ausgabe), 02.03.1913","Frankreich, das bisher schon die tauglichen Rekruten fast bis zum","letzten","Mann einstellte, kann sich bei seiner stagnierenden Bevölkerung nicht anders helfen."
"2422","1931-03-03","Zeitung","Berliner Tageblatt (Morgen-Ausgabe), 03.03.1931","Sie sind ein","junger","Mann"", sagt Lujo Brentano zu mir, ""Sie erinnern sich nicht, wie es war, als ich 1868 nach England ging."
"2423","1966-12-31","Belletristik","Fries, Fritz Rudolf: Der Weg nach Oobliadooh, Frankfurt a. M.: Suhrkamp 1966, S. 329","Nach dem Essen beobachtete Arlecq durch das Fenster (das sich nicht öffnen ließ) zwei","alte","Männer, die an Stöcken durch den Park humpelten, im spitzen Winkel zueinander einknickend, als verneigten sie sich zum Gruße."
"2424","1930-12-31","Belletristik","Feuchtwanger, Lion: Erfolg. In: ders., Gesammelte Werke in Einzelbänden, Bd. 6, Berlin: Aufbau-Verl. 1993 [1930], S. 748","Tüverlin hatte seit Monaten nicht jener Nacht gedacht, da er kurz vor dem Morgen mit den ungeschlachten","bayrischen","Männern bei herabgebrannten Kerzen und versperrten Türen eine Wette abgeschlossen hatte."
"2425","1902-12-31","Belletristik","Scheerbart, Paul: Immer mutig! In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1902], S. 144560","Ich mußte hören, daß ich aus Versehen den","ärmsten","Mann der ganzen Gegend totgestochen hatte - und daß der Wuchrer entkommen war."
"2426","1957-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1957. In: ders., So sitze ich denn zwischen allen Stühlen, Berlin: Aufbau-Verl. 1999 [1957], S. 628","»Ich brauche bloß ohne mein Wissen auf eine Gruppenfotografie zu kommen - dann bin ich >Agent< u.","verlorener","Mann.« -"
"2427","1902-12-31","Wissenschaft","Meyer, Eduard: Geschichte des Altertums, Bd. V. In: Geschichte des Altertums, Berlin: Directmedia Publ. 2001 [1902], S. 22171","Klearchos war ein","hochgebildeter","Mann; er hatte in Athen studiert, Isokrates' Lehrkursus vier Jahre lang durchgemacht, auch Plato gehört 884 ; sein Ziel war die Gewinnung der Macht in der Heimat."
"2428","1909-12-31","Wissenschaft","Meisel-Hess, Grete: Die sexuelle Krise. In: Lehmstedt, Mark (Hg.) Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1909], S. 49266","Heute ist die Frau in so einem Verhältnis vollkommen dem","betreffenden","Manne ausgeliefert, äußerlich dadurch tausendmal bedrohter, innerlich tausendfach abhängiger als in der Ehe."
"2429","1934-12-31","Belletristik","Fallada, Hans: Wer einmal aus dem Blechnapf frißt - Bd. 2, Berlin u. a.: Aufbau-Verl. 1990 [1934], S. 180","Man kann sich hundertmal sagen, daß es für die Polizei ausgeschlossen ist, in der Millionenstadt Hamburg einen","jungen","Mann zu finden, der einmal drei Minuten in einem Baubüro gestanden und ein paar dumme Fragen gestellt hat."
"2430","1949-12-31","Belletristik","Niebelschütz, Wolf von: Der blaue Kammerherr, Stuttgart u. a.: Dt. Bücherbund [1991] [1949], S. 49","Man läßt sie über Alles im Unklaren, und obwohl ich ihr Vieles einträufle, hat sie keinen Begriff von der ungeheuren Rolle, die sie spielen könnte, wenn der","richtige","Mann aufträte, der in mein Concept paßt."
"2431","1905-03-04","Zeitung","Berliner Tageblatt (Morgen-Ausgabe), 04.03.1905","Endlich soll der Wunsch der","besten","Männer Rußlands wenigstens der Form nach Erfüllung finden:"
"2432","1938-03-02","Zeitung","Völkischer Beobachter (Berliner Ausgabe), 02.03.1938","Ich gebe an diesem, für die Akademie bedeutsamen Tage der Hoffnung Ausdruck, daß sich noch weiterhin","bedeutende","Männer der ausländischen Wissenschaft und Technik zu gemeinschaftlicher Arbeit im Rahmen dieser Akademie zur Verfügung stellen mögen."
"2433","1925-12-31","Belletristik","Kafka, Franz: Der Proceß, Frankfurt a. M.: Fischer 1993 [1925], S. 150","K. war mit seinem Gefolge noch kaum in der Mitte der Treppe, als oben, offenbar veranlaßt durch das Geräusch der vielen Schritte, die Tür ein wenig geöffnet wurde und ein wahrscheinlich nur mit einem Nachthemd","bekleideter","Mann in der Türspalte erschien."
"2434","1934-12-31","Belletristik","Knittel, John: Via Mala, Berlin: Deutsche Buch-Gemeinschaft 1957 [1934], S. 643","Der","kleine","Mann stand bereits auf der Rednertribüne, vor dem Bundesrat, der bei dieser Gelegenheit auf das Wort verzichtete, damit nicht seine Gegner in der Presse das ganze Fest als einen bloßen politischen Vorwand bezeichneten."
"2435","1920-12-31","Wissenschaft","Delbrück, Hans: Geschichte der Kriegskunst im Rahmen der politischen Geschichte - Erster Teil: Das Altertum, Berlin: Directmedia Publ. 2002 [1920], S. 786","In dieser Beziehung hatte Hannibal den Vorteil, der den russischen Heeren im 18. Jahrhundert nachgerühmt wurde, daß sie nämlich keine Desertion hätten, weil, einmal über die Grenze, der","gemeine","Mann sich im fremden Lande nicht helfen könne."
"2436","1918-12-31","Belletristik","Stehr, Hermann: Der Heiligenhof, München: List 1952 [1918], S. 529","Nur wenn Peter diese und jene Schnurre aus seiner Studienfahrt so lustig und blühend erzählte, daß Johannas volle Brust in glücklichem Lachen nur so schütterte und das Lenlein mit verzehrendem Augengeleucht zuhörte oder mit zugefallenen Lidern sich in ihre frühere Welt zurücksinken ließ, quoll dann und wann ein so unbändiger Strom gramvoller Dunkelheit aus seinen tiefen Augen, daß alle betreten wurden, weil niemand wußte, was in dem","geheimnisvollen","Manne vorging."
"2437","1951-10-26","Zeitung","Archiv der Gegenwart, 2001 [1951]","Das Blatt verweist darauf, daß sich im Leben der freien Völker nur bei seltenen Anlässen eine sich bietende Gelegenheit mit dem","geeigneten","Mann begegene."
"2438","1910-12-31","Wissenschaft","Mauthner, Fritz: Wörterbuch der Philosophie. In: Bertram, Mathias (Hg.) Geschichte der Philosophie, Berlin: Directmedia Publ. 2000 [1910], S. 27276","Betriebsam, wie er sich als","junger","Mann die Notizen zu einer Goetheschrift aus der deutschen Germanistik zusammenholte, holte er sich nachher die Leitmotive seiner Anthroposophie (nur ein anderes Wort für Theosophie) immer nur aus Büchern zusammen, wahrlich nicht aus Erlebnissen."
"2439","1994-12-31","Belletristik","Jentzsch, Kerstin: Seit die Götter ratlos sind, München: Heyne 1999 [1994], S. 153","Zeus steht hilflos neben dem","alten","Mann."
"2440","1907-03-02","Zeitung","Berliner Tageblatt (Morgen-Ausgabe), 02.03.1907","Ich freue mich dieses Sieges des geeinigten Bürgertums, und freue mich auch als","freisinniger","Mann, weil ich der Ueberzeugung bin, daß jede Niederlage, jede Schwächung der Sozialdemokratie von heute nur zur Verstärkung des Liberalismus dienen wird."
"2441","1910-12-31","Belletristik","Hauptmann, Gerhart: Der Narr in Christo Emanuel Quint, Berlin: Aufbau-Verl. 1962 [1910], S. 67","Zunächst hob sich ein","älterer","Mann, mit buschigem Bart und Haupthaar, von einem leeren, wurmzerfressenen Webstuhl heraus und kam, die Füße in Lumpen gehüllt, den Fremden lautlosen Schrittes entgegen."
"2442","1911-03-03","Zeitung","Berliner Tageblatt (Morgen-Ausgabe), 03.03.1911","Im Lebenskampfe des","gereiften","Mannes gibt es so viele Probleme zu lösen, daß ihm ein Nachdenken über die Frauenfrage nur überflüssig und unbequem erscheint."
"2443","1917-12-31","Belletristik","Hofmannsthal, Hugo von: Der Schwierige. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1917], S. 92483","DER","BERÜHMTE","MANN."
"2444","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14990","Mit Erstaunen würden sie wahrnehmen, daß Xanthippe gar nicht einmal die personifizierte Streit- und Zanksucht war, sondern ein Mensch, eine Verwandte wie du und ich, mit angenehmen und unangenehmen Eigenschaften und einem schwer zu","behandelnden","Mann."
"2445","1946-12-31","Belletristik","Plievier, Theodor: Stalingrad, München u. a.: Desch 1973 [1946], S. 242","Sollen Sie doch selbst gehen und sich diese ""Gipsfiguren"" herausholen!Aber Holmers war es, der den Trupp","bleicher","Männer hinter sich herzog."
"2446","1977-12-31","Belletristik","Hilsenrath, Edgar: Der Nazi & der Friseur, Köln: Literar. Verl. Braun 1977, S. 14","Ja, der Hausdiener immer als letzter, weil er der Schwächste war, ein zierlicher","kleiner","Mann mit Piepsstimme, dem nichts anderes übrigblieb, als seinen Schwanz im Samen meiner anderen vier Väter zu baden."
"2447","1985-10-15","Zeitung","Archiv der Gegenwart, 2001 [1985]","Später heißt es, 2","bewaffnete","Männer, die von der Polizei wegen schwerer Verbrechen gesucht würden, hätten ein Dienstfahrzeug in ihre Gewalt gebracht, den Chauffeur aus dem Wagen gestoßen und versucht, mit dem im Auto befindlichen slowakischen Gesundheitsminister Emil MATEJICEK die Ausreise nach Österreich zu erzwingen."
"2448","1910-11-23","Zeitung","Die Fackel [Elektronische Ressource], 2002 [1910]","Bei dem kolossalen Andrang, der in Österreich an solchen Stellen herrscht, ist es kein Wunder, daß selbst ein so","geschickter","Mann wie der Freiherr von Berger oft Pech gehabt oder sich wieder dadurch, daß er selbst schon die Gelegenheit besetzt hielt, wenn gerade ein anderer hineinwollte, die erbittertsten Feinde gemacht hat."
"2449","1921-12-31","Belletristik","Kolbenheyer, Erwin Guido: Das Gestirn des Paracelsus, München: J.F. Lehmanns 1964 [1921], S. 462","er hat das Gotteswort und Evangeljum verdunklet und ergedrücket und uns Bauren, als dem gmeinen,","armen","Mann, gar wenig entdecket und geoffenbaret."""
"2450","1933-12-31","Belletristik","Feuchtwanger, Lion: Die Geschwister Oppermann, Berlin: Aufbau-Taschenbuch-Verl. 2001 [1933], S. 353","Seine unrasierten Wangen hingen schlaff, er war ein","alter","Mann."
"2451","1968-12-31","Wissenschaft","Härtwig, Dieter: Wolf. In: Die Musik in Geschichte und Gegenwart, Berlin: Directmedia Publ. 2001 [1968], S. 81462","Berater Ph. Chr. Kayser zu engagieren, blieb Wolf, dem Range nach einem Rat gleichgestellt, bis zu seinem Tode der","führende","Mann des Weimarer Musiklebens, wohl weil er Günstling der Herzogin Anna Amalia war."
"2452","1921-12-31","Belletristik","Kolbenheyer, Erwin Guido: Das Gestirn des Paracelsus, München: J.F. Lehmanns 1964 [1921], S. 422","Ein Landstreicher, ein","freier","Mann."""
"2453","1957-12-31","Gebrauchsliteratur","Zimmermann, Theo: Der praktische Rechtsberater, Gütersloh: Bertelsmann [1968] [1957], S. 218","Wark hätte als","vorsichtiger","Mann wenigstens bei der sich aus dem Kaufvertrag ergebenden Lieferfirma, die den Kraftfahrzeugbrief regelmäßig bis zur vollen Kaufpreiszahlung zurückbehält, anfragen müssen, ob die Raten auch wirklich gezahlt waren und daher der Eigentumsvorbehalt erloschen war."
"2454","1920-12-31","Gebrauchsliteratur","Friedländer, Hugo: Der Beleidigungsprozeß des Berliner Stadtkommandanten, Generalleutnant z.D. Graf Kuno von Moltke gegen den Herausgeber der »Zukunft« Maximilian Harden. In: ders., Interessante Kriminal-Prozesse, Berlin: Directmedia Publ. 2001 [1920], S. 4071","Nein, dieses Verdienst kann er sich nicht zuschreiben, sondern es ist das Verdienst eines","einfachen","Mannes aus dem Volke, des Burschen des Grafen Lynar."
"2455","1914-03-02","Zeitung","Vossische Zeitung (Montags-Ausgabe), 02.03.1914","Der","neue","Mann gab ihnen Schritt um Schritt von dem, was sie verlangten."
"2456","1926-12-31","Belletristik","Grimm, Hans: Volk ohne Raum, München: Langen 1932 [1926], S. 1251","Die Schwarzen haben auch ein Recht auf Arbeit, am","schwarzen","Mann wird auch verdient.' Ja, das soll die Öffentlichkeit schreien und die Regierung erklären."
"2457","1994-12-31","Belletristik","Jentzsch, Kerstin: Seit die Götter ratlos sind, München: Heyne 1999 [1994], S. 116","Ein","junger","Mann trat an den Tisch und sprach mit Vogt: ""Haben Sie noch eins von den tragbaren Telefonen, mit denen man kostenlos in den Westen telefonieren kann?"""
"2458","1911-03-02","Zeitung","Berliner Tageblatt (Abend-Ausgabe), 02.03.1911","Ich muß mein Bedauern aussprechen, daß ein so hochstehender und","ausgezeichneter","Mann mit so wenig Verständnis von einer großen Bewegung des öffentlichen Lebens sprechen kann."
"2459","1920-12-31","Belletristik","Jacques, Norbert: Dr. Mabuse, der Spieler, Gütersloh: Bertelsmann 1961 [1920], S. 98","Das ist der","größte","Mann, der besteht."
"2460","1923-04-21","Wissenschaft","Warburg, Aby Moritz: Schlangenritual, Berlin: Wagenbach 1996 [1923], S. 31","Ab und zu kamen von oben über der Leiter ein Paar braune Beine, an die sich der","ganze","Mann anschloß."
"2461","1936-12-31","Belletristik","Löhndorff, Ernst Friedrich: Südwest-Nordost, Bremen: Schünemann 1936 [1936], S. 10","Aber da das, was ich zu berichten habe, nur wenige Minuten dauert, und es sich durchaus um kein die australische Regierung schädigendes Geheimnis handelt - hahaha - so denke ich, daß jener fette Gentleman - Sah in diesen Gegenden hier noch nie solch","beleibten","Mann, der lange gelebt hätte!"
"2462","1925-12-31","Belletristik","Dominik, Hans: John Workmann der Zeitungsboy, Biberach an d. Riss: Koehler 1954 [1925], S. 155","John Workmann blickte voll Interesse auf den von der Sonne tief","gebräunten","Mann, dessen blaue Augen klar und furchtlos auf ihn niederschauten."
"2463","1907-12-31","Belletristik","Meysenbug, Malwida von: Unerfüllt. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1907], S. 50308","»Sie sind ein","edler","Mann, ich habe es immer gewußt und - ich habe Sie immer geliebt."
"2464","1945-11-06","Zeitung","Süddeutsche Zeitung, 1995 [1945]","Wenn eine Aufklärung über nicht sofort verständliche Maßnahmen nötig erscheint, so bitten wir, sie sich bei den","zuständigen","Männern zu erholen, deren Türen jedermann offen stehen."
"2465","1912-12-31","Gebrauchsliteratur","Friedländer, Hugo: Der Klub der Harmlosen. In: ders., Interessante Kriminal-Prozesse, Berlin: Directmedia Publ. 2001 [1912], S. 2756","Zeuge Festner, bei dem der Angeklagte v. Kayser längere Zeit gewohnt hatte, gab diesem das Zeugnis eines sehr sparsamen und","ordnungsliebenden","Mannes, der gar keine Ansprüche gehabt und sich sogar stets seine Stiefel selbst geputzt habe."
"2466","1946-04-25","Gebrauchsliteratur","o. A.: Einhundertvierzehnter Tag. Donnerstag, 25. April 1946. In: Der Nürnberger Prozeß, Berlin: Directmedia Publ. 1999 [1946], S. 14726","Wir haben uns gefragt, wir, Canaris, Oster, Nebe und die anderen der übrigen Gruppe, ob es überhaupt möglich sei, nach einem solchen Ungeheuer wie Heydrich noch einen","schlimmeren","Mann in der Nachfolge zu bekommen, und insofern haben wir tatsächlich gedacht, nun würde eine Erleichterung des Gestapo-Terrors einsetzen, und wir würden vielleicht wieder zu einer gewissen Rechtlichkeit oder wenigstens zu einer Verminderung der Grausamkeiten kommen."
"2467","1915-03-02","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 02.03.1915","Mit dem Hinscheiden des","ausgezeichneten","Mannes hat der Reichsverband der deutschen Presse einen schweren, tiefschmerzlichen Verlust erlitten."
"2468","1950-12-31","Gebrauchsliteratur","Meißner, Hans-Otto: Man benimmt sich wieder, Giessen: Brühl 1950, S. 64","Für Büro-Zwecke ist der einreihige Anzug praktischer, für Ausgehzwecke der zweireihige eleganter, für beleibte,","kleine","Männer ist der einreihige Anzug kleidsamer, für große und schlanke mehr der zweireihige."
"2469","1902-12-31","Belletristik","Strauß, Emil: Freund Hein, Berlin: S. Fischer 1907 [1902], S. 154","Dieser war ein lebendiger,","strebsamer","Mann, der seinen mathematischen Beruf einstens dadurch hinlänglich bewiesen hatte, daß er als Student bei dem Versuch, die dickbändige Logarithmentabelle von Vega auswendig zu lernen, übergeschnappt war."
"2470","1910-12-31","Gebrauchsliteratur","Friedländer, Hugo: Die Ermordung der Medizinalrätin Molitor auf der Promenade in Baden-Baden. In: ders., Interessante Kriminal-Prozesse, Berlin: Directmedia Publ. 2001 [1910], S. 389","Der Angeklagte war ein großer, schlanker, bartloser","junger","Mann von 26 Jahren."
"2471","1960-12-31","Wissenschaft","Hofmann, Werner: Das irdische Paradies, München: Prestel 1991 [1960], S. 125","Nicht jedes Atelier- und Gruppenbild besitzt die Strenge eines gemalten Glaubensbekenntnisses, so wie auch nicht jeder Versammlung","großer","Männer sakraler Weihecharakter zukommt."
"2472","1925-12-31","Belletristik","Klabund: Der Kreidekreis. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1925], S. 111660","Warum hast du deinen","dicken","Mann umgebracht und der ersten Frau das Kind rauben wollen?"
"2473","1902-12-31","Belletristik","Rilke, Rainer Maria: Worpswede. In: Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 1998 [1902], S. 142627","Erinnern wir uns, daß es ein","junger","Mann ist aus dem Flecken Greene im Braunschweigischen, sechsundzwanzig Jahre alt, auf dem Lande wohnend, unter Bauern."
"2474","1965-12-31","Belletristik","Kant, Hermann: Die Aula, Berlin: Rütten & Loening 1965, S. 250","Gewiß, Nußbank war nicht sein Vater, und mit seinem Vater würde sich ohnedies kein","anderer","Mann vergleichen können, aber seine Mutter hatte Nußbank geheiratet, und sie mußte schließlich wissen, warum, und sie würde auch nicht vergessen haben, daß sie einmal die Frau von Paul Iswall gewesen war, und schon wissen, was sie von einem Manne verlangen konnte, der in Paul Iswalls Schuhe treten wollte."
"2475","1938-12-31","Belletristik","Schneider, Reinhold: Las Casas vor Karl V., Berlin: Union-Verl. 1979 [1938], S. 24","Das schien mir damals nur wacker; heute frage ich mich, ob in diesem Augenblick nicht Gottes Gnade den","alten","Mann als den einzigen unter uns erreicht hat und ihn sich opfern ließ, damit seine Seele gerettet werde."
"2476","1967-12-31","Gebrauchsliteratur","Hasler, Ulrich E.: Eubiotik, Heidelberg: Haug 1967, S. 116","Solches Denken war früher weit verbreitet und sowohl beim","einfachen","Mann wie auch beim Professor der hohen Schule, beim Arzt wie auch beim Theologen anzutreffen."
"2477","1930-12-31","Belletristik","Feuchtwanger, Lion: Erfolg. In: ders., Gesammelte Werke in Einzelbänden, Bd. 6, Berlin: Aufbau-Verl. 1993 [1930], S. 441","Jetzt vermochte er's nicht einmal über diesen","armseligen","Mann, daß er handle nach seinem Willen."
"2478","1910-12-31","Gebrauchsliteratur","May, Karl: Mein Leben und Streben, Selbstbiographie von Karl May, Bd. I. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1910], S. 46488","Ein","braver","Mann, der Vogel hieß und auch Weber war, hielt um ihre Hand an."
"2479","1924-03-11","Zeitung","Vossische Zeitung (Abend-Ausgabe), 11.03.1924","Ich bin ein","freier","Mann."
"2480","1936-12-31","Belletristik","Löhndorff, Ernst Friedrich: Südwest-Nordost, Bremen: Schünemann 1936 [1936], S. 69","Ich glaube, daß sie mich schließlich für einen höchst unbeholfenen","jungen","Mann hielt, der zwar bei einer Prügelei ganz handlich, aber kein Ladiesman, kein Unterhalter war."
"2481","1937-12-31","Belletristik","Klepper, Jochen: Der Vater, Gütersloh: Bertelsmann 1962 [1937], S. 29","Der Kronprinz wandte keinen Blick von dem","herrlichen","Manne, der so begeistert von des Dessauers Heerschar redete - dem Manne, den der Sieg wie ein Schatten begleitete."
"2482","1932-12-31","Belletristik","Roth, Joseph: Radetzkymarsch, Köln: Kiepenheuer & Witsch 1978 [1932], S. 301","Denn alles - und es war gewiß nicht viel -, was er jemals von dem verderblichen Einfluß vernommen hatte, den Frauen auf","junge","Männer auszuüben imstande waren, stürzte plötzlich wuchtig in sein Gehirn und befreite gleichzeitig sein Herz."
"2483","1924-11-01","Zeitung","Tucholsky, Kurt: Bilder aus dem Geschäftsleben. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1924], S. 3280","Der Portier hat einen Stehbauch und ist ein","stattlicher","Mann."
"2484","1994-12-31","Wissenschaft","o. A.: Lexikon der Kunst - R. In: Olbrich, Harald (Hg.), Lexikon der Kunst, Berlin: Directmedia Publ. 2001 [1994], S. 28552","In den 1920er Jahren gelangte R. zu realist. Positionen, deren kraftvolles Menschenbild sich an Arbeitern orientierte und an der eigenen sozialist. Auffassung (","Stehender","Mann, 1928; Zwei Männer, 1933; U-Bahn- Arbeiter, 1970)."
"2485","1949-12-31","Belletristik","Voß, Richard: Zwei Menschen, Stuttgart: Engelhorn 1911 [1949], S. 145","Und bei dem Aufschrei ihres Namens ein Seufzer gleich Stöhnen, ein krampfhaftes Schluchzen, daß sie den","ganzen","Mann erbeben sah, ein ersticktes Weinen ..."
"2486","1930-12-31","Gebrauchsliteratur","Bode, Wilhelm von: Mein Leben, 2 Bde. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1930], S. 10659","Die eigentümlich schulmeisterliche Art dieses fleißigen und","wohlwollenden","Mannes äußerte sich bei unseren kleinen Ausflügen regelmäßig in typischer Weise."
"2487","1936-12-13","Gebrauchsliteratur","Magazin der Hausfrau, 13.12.1936","So sagte er einem","jungen","Mann, der ihn fragte, ob er heiraten solle:"
"2488","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 24756","Ein schöner,","stattlicher","Mann, noch jung, nur erst ein Jährchen über vierzig."
"2489","1985-12-31","Belletristik","Arjouni, Jakob: Happy birthday, Türke!, Zürich: Diogenes 1987 [1985], S. 98","Es macht mir keinen Spaß, den","wilden","Mann zu spielen, aber anders kommt man mit dir nicht ins Gespräch.«"
"2490","1945-11-13","Zeitung","Süddeutsche Zeitung, 1995 [1945]","6. Oktober 1945: Voruntersuchung ist abgeschlossen und Großbritannien, die Vereinigten Staaten, die Sowjetunion und Frankreich erheben Anklage gegen 24","führende","Männer, denen die Hauptverantwortung für Planung und Durchführung der Kriegsverbrechen zur Last gelegt wird."
