"No.","Date","Genre","Bibl","ContextBefore","Hit","ContextAfter"
"3090","1940-03-02","Zeitung","Völkischer Beobachter (Berliner Ausgabe), 02.03.1940","Er blieb unerbittlich und war so brutal, daß die junge Tochter der Frau de Toit , welche als Dolmetscherin fungierte, ihm sagte, er solle sich schämen, auf solch schändliche Weise","wehrlose","Frauen und Kinder zu verfolgen, anstatt die Buren zu bekämpfen, worauf er sich so weit vergaß, daß er ihr einen Schlag ins Gesicht versetzte ."
"3091","1920-12-31","Belletristik","Christ, Lena: Madam Bäurin. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1920], S. 13478","Auch die eine von den Töchtern hat schon dies fromme Senken und Heben des Blickes; die Schiermoserin schließt daraus, daß sie wahrscheinlich jetzt in Diensten Unserer","Lieben","Frau steht und gewiß viel eher zu einer Nonne als zu einer Bäuerin taugt."
"3092","1930-12-31","Gebrauchsliteratur","Schramm, Hermine [d.i. Meißner, Hermine]: Das richtige Benehmen in der Familie, in der Gesellschaft und im öffentlichen Leben. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1930], S. 13852","Einer Dame, die man mündlich »gnädige Frau« anredet, schreibt man auch »hochverehrte","gnädige","Frau«, und ein gebildetes Mädchen nur »geehrtes Fräulein« anzureden, darf niemandem in den Sinn kommen."
"3093","1911-12-31","Belletristik","Meisel-Hess, Grete: Die Intellektuellen. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1911], S. 48882","Durch ihr Wirken war sie, gleich den Geschwistern, mit der","alten","Frau Wallentin in Berührung gekommen."
"3094","1903-03-06","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 06.03.1903","Die schärfste und am meisten gefürchtete Kritikerin, eine junge Gymnasiastin, schilderte den Eindruck, den Leben und Erscheinung der Heldin auf die kämpfende und ringende, von Berufslasten","gebeugte","Frau ausübe und meinte:"
"3095","1942-04-12","Gebrauchsliteratur","Brief von Ernst G. an Irene G. vom 12.04.1942, Feldpost-Archive mkb-fp-0270","Meine liebe","gute","Frau, meine Bobi,"
"3096","1962-12-31","Belletristik","Dürrenmatt, Friedrich: Die Physiker, Zürich: Arche 1962, S. 31","Sie geht nach dem Hintergrund und öffnet Türe Nummer","1.","Frau Rose erhebt sich aufgeregt. FRL."
"3097","1928-04-04","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 04.04.1928","Ihm verdanken wir auch eine Sammlung von Olives Briefen sowie eine rührend ausführliche Biographie, die sich weit mehr mit belanglosen Details beschäftigt als mit dem geistigen Werdegang dieser","bedeutenden","Frau, was wieder einmal beweist, daß die Nächsten nicht immer die Geeignetsten zur Abfassung einer Lebensgeschichte sind."
"3098","1953-12-31","Zeitung","Brigitte, 1953, Nr. 16","Wir besuchten zwölf","alleinstehende","Frauen - Kriegswitwen, Witwen, geschiedene Frauen -, die ein Kind haben; an alle stellten wir dieselben Fragen."
"3099","1994-12-31","Wissenschaft","o. A.: Lexikon der Kunst - T. In: Olbrich, Harald (Hg.), Lexikon der Kunst, Berlin: Directmedia Publ. 2001 [1994], S. 35383","Er malte die Tänzerin La Goulue (die Gefräßige) u.a. Intensiveres Erfassen der individuellen Charakterzüge wurde in Bildern, wie »","Junge","Frau am Tisch« (1889, Laren), »Wäscherin« (1889, Paris), deutlich."
"3100","1977-12-31","Gebrauchsliteratur","Pilgrim, Volker Elis: Manifest für den freien Mann - Teil 1, Reinbek b. Hamburg: Rowohlt 1983 [1977], S. 81","Das bedeutet: Solange wir die ausschließliche Mutter-Kind-Beziehung haben - die Erziehung von aufwachsenden Jungen durch sachlich nicht befriedigte, emotional unausgelastete, sexuell unterdrückte und vom Mann","abhängige","Frauen - haben wir Patriarchat, nämlich eine Gesellschaftsordnung, getragen von Männern, die sexuell oder (und) emotional oder (und) spirituell nur auf Männer bezogen sind."
"3101","1918-12-31","Gebrauchsliteratur","Schnitzler, Arthur: Jugend in Wien, Eine Autobiographie. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1918], S. 60221","Ich lasse mich bei Herrn Charles melden und stelle ihn zur Rede, warum er seine","edle","Frau mit unbegründeter Eifersucht quäle, ihre unschuldigen freundschaftlichen Unterhaltungen durch Mißtrauen störe und vergälle, und ersuche ihn, auf einer verfrühten Abreise meinerseits, die ohnedies programmgemäß in einigen Tagen erfolgen müßte, wie ihm ja bekannt sei, als peinlich und auffallend, schon um seinetwillen, nicht zu bestehen."
"3102","1985-12-31","Zeitung","NBI, 1985, Nr. 11","Unter den Fotos, die ihm besonders wichtig sind, nennt er das Bild einer","jungen","Frau, die - im Arm ihr Kind, mit weiten Augen auf Ruinen sieht."
"3103","1921-12-31","Gebrauchsliteratur","Baader, Ottilie: Ein steiniger Weg, Lebenserinnerungen einer Sozialistin. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1921], S. 3151","1891 gründete Emma Ihrer, zum Teil mit eigenen Mitteln, die erste Wochenschrift der","sozialdemokratischen","Frauen, »Die Arbeiterin«, die aber in ihrem zweiten Jahrgang den Namen »Die Gleichheit« annahm."
"3104","1950-12-31","Gebrauchsliteratur","Meißner, Hans-Otto: Man benimmt sich wieder, Giessen: Brühl 1950, S. 231","Während sonst","unverheiratete","Frauen vorgerückten Alters und solche in eigenem Amt und Würden wie eine verehelichte Dame behandelt werden, macht der rückständige Handkuß hier nicht mit, nein .. sagt er, nur der tatsächlichen Ehefrau gebühre ich."
"3105","1911-01-01","Wissenschaft","Braun, Lily: Memoiren einer Sozialistin. In: Lehmstedt, Mark (Hg.) Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1911], S. 9966","Was für","andere","Frauen der Gesellschaft der Flirt, die Kunst, die Toilette, das Theater war: Reizmittel für ihr Nervensystem, - das war die Politik für Mrs. Dew."
"3106","1917-03-03","Zeitung","Berliner Tageblatt (Morgen-Ausgabe), 03.03.1917","Seine Gattin Marie ist gestern gestorben . Mit rührender Sorgfalt hat Oscar Blumenthal, den mit seiner Lebensgefährtin innige Liebe verband, die seit sieben Jahren schwer","leidende","Frau behütet und gepflegt."
"3107","1932-12-31","Gebrauchsliteratur","o. A.: Das Lexikon der Hausfrau, Berlin: Ullstein 1937 [1932], S. 300","Sittlichkeitsvergehen (bzw. -verbrechen) und als solches strafbar ist vor dem Gesetz: Doppelehe; Blutschande (s. dort); unzüchtige Handlungen (nicht bloße Redensarten) zwischen einer Reihe von Autoritätspersonen (z. B. Eltern, Lehrer) und den ihnen anvertrauten Personen; homosexueller Verkehr zwischen Männern, nicht zwischen Frauen; unzüchtige Handlungen mit Kindern unter 14 Jahren; Verführung eines unbescholtenen Mädchens unter 16 Jahren; Erregung von öffentlichem Ärgernis durch unzüchtige Handlungen; ferner Geschlechtsverkehr nach Vergewaltigung oder schwerer Bedrohung, Verkehr mit einer willens- oder","bewußtlosen","Frau (Notzucht)."
"3108","1918-12-31","Belletristik","Stehr, Hermann: Der Heiligenhof, München: List 1952 [1918], S. 67","Von jenem Tage an, da der alte Klim, um an seinem Zorn nicht zu ersticken, so schnell aus dem Sintlingerhofe gegangen war, weil seine Kinder nichts zur Heilung ihres blinden Mädchens hatten tun wollen, war der Greis, ohne je wieder einen Fuß nach Hemsterhus zu rühren, in seinem Austraghause zu Brederode geblieben und lebte, soviel man hören konnte, nur dem Dienst der Erinnerung an seine","gestorbene","Frau."
"3109","1902-12-31","Belletristik","Dohm, Hedwig: Christa Ruland. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1902], S. 15408","Es ist auch nicht wahr, es ist falsch, ganz falsch, daß die Zeitströmung mit der","neuen","Frau wäre."
"3110","1955-12-31","Gebrauchsliteratur","Weber, Annemarie (Hg.), Die Hygiene der Schulbank, Wiesbaden: Falken-Verl. 1955, S. 19",,"Blonde","Frauen haben meistens eine helle, oft sehr weiße, trockene Haut."
"3111","1996-03-15","Zeitung","Die Zeit, 15.03.1996, Nr. 12","Der Deichtorhallen-Ausstellungskatalog erzählt noch ausführlicher über die Meisterschaft der sanften","kleinen","Frau beim Aufbau internationaler Kunstverflechtungen."
"3112","1952-12-31","Belletristik","Morris, Gerda: Brigitte wehrt sich, Düsseldorf: Iltis 1952, S. 49","Wenn es noch ein Musiker oder Schriftsteller wäre - aber ein Bildhauer, der sich alle Leute nackt besieht - es ist doch ganz klar, daß sie sich da dauernd in neue Liebschaften verspinnen - und die","arme","Frau sitzt dann zu Hause und weint sich die Augen aus."""
"3113","1902-12-31","Gebrauchsliteratur","Cornelius, Liete: So bleibt ihr gesund von der Wiege bis zum Grabe!, Berlin: Möller 1902 [1902], S. 32","- Noch eins giebt es, was uns","kranke","Frauen schafft, und das ist die Unkenntnis derselben auf sexuellem Gebiete, das heißt nur dort, wo es darauf ankommt, was der Gesundheit schädlich ist."
"3114","1910-12-31","Gebrauchsliteratur","Bismarck, Hedwig von: Erinnerungen aus dem Leben einer 95jährigen. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1910], S. 7520","Eine andere, sehr bekannte Persönlichkeit, die auch der Aufmerksamkeit des Königs nicht entging, war die bereits erwähnte Madame Dutiter, eine höchst achtbare, wohlhabende und","wohltätige","Frau, die zwar überall beliebt war, indessen die Lachlust reizte durch die Naivität, mit der sie ihren gänzlichen Mangel von Bildung wirken ließ."
"3115","1955-12-31","Gebrauchsliteratur","Oheim, Gertrud: Einmaleins des guten Tons, Gütersloh: Bertelsmann 1957 [1955], S. 70","Wenn man merkt, daß eine","ledige","Frau Wert auf die Anrede ""Frau"" legt, sollte man sie ihr auch zukommen lassen."
"3116","1950-12-31","Gebrauchsliteratur","Meißner, Hans-Otto: Man benimmt sich wieder, Giessen: Brühl 1950, S. 232","Die Mutter kann sie empfangen und die verheiratete Schwester, die eigene und die","fremde","Frau, wie natürlich auch Damen, denen man zum ersten Male vorgestellt wird."
"3117","1917-03-11","Zeitung","Berliner Tageblatt (Morgen-Ausgabe), 11.03.1917","Das ist ja hübsch,"" sagte die Mutter, ihm herzlich die Hand entgegenstreckend, ""daß Sie sich um uns arme,","verlassene","Frauen kümmern."
"3118","1905-12-31","Belletristik","Duncker, Dora: Jugend. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1905], S. 18098","Eine rastlose Unruhe hat die sonst so","gelassene","Frau ergriffen, seit sie nur Stunden noch von dem geliebten Manne trennen."
"3119","1967-03-13","Zeitung","Archiv der Gegenwart, 2001 [1967]","BHAGAT, für Ernährung und Landwirtschaft Annasahib SHINDE, für Justizwesen K. RAGHURAMAIAH, für","Soziales","Frau Phulrenu GUHA, für Industrieentwicklung Ragunatha REDDY, für Stahl, Bergwerke und Metallurgie P. V. SETHI, für Erziehung Prof."
"3120","1910-12-31","Belletristik","Sapper, Agnes: Werden und Wachsen, Hannover: Gundert 1967 [1910], S. 300","""Bei uns wird es alle Tage schöner"", schrieb die","junge","Frau."
"3121","1903-03-05","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 05.03.1903","Allenthalben herrscht Mangel an wirklich gutem Pflegepersonal, weil sich viele vortrefflich","geeignete","Frauen nicht entschließen können, ihre ganze Individualität in strengen Verbandsregeln aufzugeben, völlig auf Erholung und geistige Weiterbildung, wie dies leider heute noch meist verlangt wird, zu verzichten."
"3122","1950-12-31","Belletristik","Rinser, Luise: Mitte des Lebens, Frankfurt a. M.: S. Fischer 1952 [1950], S. 158","Mit unendlicher Geduld fütterte sie die","alte","Frau, die, appetitlos und halb gelähmt, mehr als die Hälfte von dem, was ihr Mund annahm, wieder herauslaufen ließ."
"3123","1912-12-31","Wissenschaft","Troeltsch, Ernst: Die Soziallehren der christlichen Kirchen und Gruppen, Tübingen: Mohr 1912, S. 131","Auch ist die Kehrseite nicht zu vergessen, daß die Virginität der Frau und das Nonnenwesen andererseits auch eine Schätzung und Stellung der","unverheirateten","Frau, zugleich eine Wirksamkeit und einen Einfluß weiblichen Geisteslebens mit sich bringt, die wiederum der Stellung und dem Verständnis der Frau zu gute kommen."
"3124","1925-02-14","Zeitung","Tucholsky, Kurt: Das Fotografie-Album. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1925]","Die","gnädige","Frau ist meine Tante Hanna, und ich soll ihr meine Braut vorstellen."
"3125","1980-12-31","Belletristik","Merian, Svende: Der Tod des Märchenprinzen, Hamburg: Buntbuch-Verl. 1980 [1980], S. 344","Ein Haufen lebenslustiger","junger","Frauen mit Frauenzeichen und Anti-AKW-Plaketten, die tanzend und singend die Staatsgewalt einkreisen."
"3126","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 128","Sie saß neben ihm, er war stolz, im eigenen Wagen, eine Abendfahrt, Lichter oben, quer und längs und im nassen Asphalt, das Gezirpe der braven Scheibenwischer, die er für so zuverlässig hielt wie sich selbst, nur war's bei denen selbstverständlich, sie konnten nicht anders, waren Apparate, aber er, ein Mann von seiner Phantasie, daß er zuverlässig und, im Grunde genommen, doch einer","einzigen","Frau treu war, das war schon etwas, an das er nicht denken konnte, ohne daß ein Prickeln seine Haut überfuhr, etwas Großes, in die Zukunft Weisendes, Beifall bitte . . ."
"3127","1940-02-18","Zeitung","Pariser Tageszeitung, 18.02.1940","Gut, aber welche","deutsche","Frau verfügt heute, nach Altkleidersammlungen, Winterhilfsaktionen und derlei auf der Tagesordnung des Dritten Reiches stehenden Scherzen über fünfzehn Paar Strümpfe?"
"3128","1927-12-31","Wissenschaft","Rafaeli, Max u. Le Mang, Erwin: Ueber die Liebe. In: Das große Aufklärungswerk für Braut- und Eheleute, Dresden: Buchversand Gutenberg o.J. 1933 [1927], S. 36","In dieses Kapitel gehört übrigens auch die sattsam bekannte Erscheinung, daß in keinem europäischen Lande Schaustellungen fremder Völkerschaften stattgefunden haben (Singhalesen, Malayen, Beduinen, Negerstämme usw.), ohne daß man eine lebhafte, manchmal stürmische Zuneigung","weißer","Frauen und Mädchen zu diesen dunkelfarbigen Söhnen anderer Zonen feststellen mußte, Erscheinungen, die man vom Rassegefühl aus kräftig zu brandmarken sich veranlaßt fühlte, weil man über die physiologischen und psychologischen Ursachen eben doch sehr im Unklaren war."
"3129","1917-12-31","Belletristik","Christ, Lena: Die Rumplhanni. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1917], S. 13316","Sonst noch was gfällig? - I dank schön,","gnä","Frau. A andersmal wieder d' Ehr!«"
"3130","1970-12-31","Belletristik","Knef, Hildegard: Der geschenkte Gaul, Berlin: Ullstein 1999 [1970], S. 432","- In der Siedlungsstraße, in der meine Mutter lebte, während sie evakuiert war, wohnte eine","dicke","Frau."
"3131","1930-12-31","Belletristik","Johst, Hanns: Die Torheit einer Liebe, München: Langen Müller 1942 [1930], S. 38","Was soll die","kleine","Frau machen?"
"3132","1951-12-31","Wissenschaft","Ferchault, Guy: Berlioz. In: Die Musik in Geschichte und Gegenwart, Berlin: Directmedia Publ. 2001 [1951], S. 7347","Sein Vater, der aus einer reichen und geachteten alten Familie der Dauphiné stammte, praktizierte aus Liebhaberei als Arzt, wobei er sich besonders der Armen annahm; er liebte die Lektüre, zeichnete seine täglichen Eindrücke in einem »journal« auf und ertrug mit Gelassenheit die Anwesenheit einer","zänkischen","Frau."
"3133","1902-12-31","Belletristik","Janitschek, Maria: Die neue Eva. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1902], S. 36140","Jeder einzelnen","begabten","Frau stehen von jeher Archive, Bibliotheken und Hörsäle offen."
"3134","1909-12-31","Belletristik","Suttner, Bertha von: Autobiographie. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1909], S. 70257","Jetzt spricht Oskar Justinus einen Toast in Versen auf die","schreibenden","Frauen und weist nach, daß es schon in ältester Zeit Blaustrümpfe gegeben, da bekanntlich die Leda nicht ungern die Feder zur Hand nahm."
"3135","1931-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1931. In: ders., Leben sammeln, nicht fragen wozu und warum, Berlin: Aufbau-Taschenbuch-Verl. 2000 [1931], S. 236","Auf dem Bahnhof der Diabetiker u., mit uns fahrend aber nicht im gleichen Abteil, ein dicker, jovialer, doch nicht unsympathischer Münchener u. seine","gutmütige","Frau, Aschenbrenner, Praesident der Handwerkskammer, ursprünglich wohl selber Meister."
"3136","1928-12-31","Gebrauchsliteratur","Reznicek, Paula von: Auferstehung der Dame. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1928], S. 12361","Die","gnädige","Frau befahl, weißen Flieder dazwischenzulegen - eine märchenhafte Fülle von Blumen in entzücken der Einfachheit."
"3137","1930-12-31","Belletristik","Johst, Hanns: Die Torheit einer Liebe, München: Langen Müller 1942 [1930], S. 34","Ich suche die Hände der","kleinen","Frau ... die lieben, tapferen Hände ..."
"3138","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25606","Die","kleine","Frau war mir nun doppelt lieb, und das Leben wurde mir etwas noch viel Schöneres, als es mir ohnehin schon gewesen."
"3139","1946-12-31","Wissenschaft","Auerbach, Erich: Mimesis, Bern: Francke 1959 [1946], S. 490","Mrs. Ramsay ist die sehr schöne, doch längst nicht mehr","junge","Frau eines angesehenen Philosophieprofessors aus London; der Ort, an dem sie sich mit ihrem jüngsten, sechsjährigen Sohn James befindet, ist ein Platz am Fenster eines geräumigen Sommerhauses, das der Professor schon seit mehreren Jahren auf einer Hebrideninsel gemietet hat."
"3140","1973-12-31","Wissenschaft","Hardouin, Pierre: Carlier. In: Die Musik in Geschichte und Gegenwart, Berlin: Directmedia Publ. 2001 [1973], S. 11958","1617 starb seine","erste","Frau; zwischen 1619 und 1629 heiratete er Marguerite D'Estrées aus Laon, mit der er spät zwei Söhne hatte; einer wurde Notar, der andere Apotheker in Laon."
"3141","1956-12-31","Gebrauchsliteratur","Bundesverband d.dt. Standesbeamten e.V. (Hg.), Hausbuch für die deutsche Familie, Frankfurt a. M.: Verl. f. Standesamtwesen 1956, S. 44","Die Vorschriften des Gesetzes gelten grundsätzlich für alle in einem Arbeitsverhältnis","stehenden","Frauen."
"3142","1917-01-11","Zeitung","Evangelischer Arbeiterbote, 11.01.1917","Darum, ihr deutschen Männer und ihr","deutschen","Frauen aller Stände, denen das wirkliche Wohl unseres Gott wird sich zu solchem Tun bekennen und dazu ungeahnte Gaben und Kräfte verleihen als mächtige Helfer im Streite, den wir gleicherweise verpflichtet sind, auszufechten, wie des Kaisers Ruf jeden streitbaren Mann zum Kampf verpflichtete, als das Vaterland in Gefahr war."
"3143","1981-10-31","Zeitung","Bravo, 31.10.1981",,"Schwangere","Frauen sind auch da."
"3144","1913-12-31","Gebrauchsliteratur","Bergg, Franz: Ein Proletarierleben. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1913], S. 5240","Inzwischen sitzt die","gute","Frau zu Haus, einsam, mit den Gedanken an die Vergangenheit, mit den Sorgen um den fernen Sohn, von dem sie jedes kleinste Zeichen der Liebe beglücken würde und der ihr mit keiner Gebärde verrät, daß sein Herz aus der Fremde dann und wann zu der herüber fühlt, die ihm alles gegeben hat."
"3145","1932-12-31","Gebrauchsliteratur","Gleichen-Russwurm, Alexander von: Der gute Ton. In: Zillig, Werner (Hg.), Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1932], S. 6903","Im Grunde ist er ja nichts anderes als jenes Kunstgefühl für die »Tugend«, das unsere Klassiker meinten, jenes »Ziemliche«, das von den Lippen","edler","Frauen immer wieder verkündet wurde, jenes freundlich ernste Gebot der Herzensbildung: »Erlaubt ist, was sich ziemt.«"
"3146","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 20","Herrn Volkmann gestattete die","gnädige","Frau, sich zurückzuziehen, Hans mußte bleiben, mußte trinken."
"3147","1999-12-31","Belletristik","Engler, Wolfgang: Die Ostdeutschen, Berlin: Aufbau-Taschenbuch-Verl. 2000 [1999], S. 132","Stellvertretend für sie soll noch einmal die","junge","Frau aus Egon Günthers Film Lots Weib herbeizitiert werden."
"3148","1950-12-31","Belletristik","Horster, Hans-Ulrich [d.i. Rhein, Eduard]: Ein Herz spielt falsch, Köln: Lingen 1991 [1950], S. 261","Die","rundliche","Frau dreht und wendet sich mit peinlicher Koketterie in den Hüften."
"3149","1914-03-01","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 01.03.1914","Die ""Bismarck-Spiele"", die zum Besten des Bismarck-Denkmals auf der Elisenhöhe bei Bingerbrück-Bingen aufgeführt werden, fanden bei der Premiere, der","u.a.","Frau v. Bethmann - Hollweg , General v. Bonin , Reichstagspräsident Dr. Kaempf , Bürgermeister Reicke u.a.m. beiwohnten, verdienten Beifall."
"3150","1936-12-31","Belletristik","Löhndorff, Ernst Friedrich: Südwest-Nordost, Bremen: Schünemann 1936 [1936], S. 53","Petroleumlampen leuchteten darin wie altes Gold, und in ihrem Schimmer saßen idolgleiche, geschminkte, mit barbarischem Schmuck","behangene","Frauen."
"3151","1907-03-02","Zeitung","Berliner Tageblatt (Abend-Ausgabe), 02.03.1907","Er weist den Einfluß","edler","Frauen auf die Gestaltung des Lebens unglücklicher Menschen nach, und er ruft die Frauen, die klugen, edeldenkenden, verständigen Frauen vor die Front."
"3152","1901-12-31","Gebrauchsliteratur","Baudissin, Wolf von u. Baudissin, Eva von: Spemanns goldenes Buch der Sitte. In: Zillig, Werner (Hg.), Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1901], S. 3008","Die geschäftlich","unkundige","Frau wird oft die größten Enttäuschungen erleben, wenn sie Verwandte oder Freunde um Regelung geschäftlicher Angelegenheiten bittet."
"3153","1932-12-31","Belletristik","Mayer, Anton: Der Spielmann Gottes, Berlin: Deutsche Buch-Gemeinschaft 1932, S. 147","Das war das Grauen, das Wolfgang Amadeus für ein paar Takte beschworen hat, und wenn jetzt auch die süßesten Menuettklänge alles wieder gutmachen wollen, es gelingt nicht mehr, es ist zu spät ... Maskierte treten auf; ihr könnt eure Gesichter verbergen, aber nicht die musikalischen Persönlichkeiten, denn da steigt Elvirens Koloratur in das Dunkel, gemäßigt diesmal -","arme","Frau, ich kann mir denken, was du noch zu leiden haben wirst ..."
"3154","1911-12-31","Belletristik","Meisel-Hess, Grete: Die Intellektuellen. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1911], S. 48952","Der junge Mann ging; aber wenige Tage später traf sie ihn wieder, - an der Seite einer zierlichen,","kleinen","Frau, mit runden, geröteten Wangen und einem Paar Augen, die ordentlich wild funkelten, ohne den friedlichen Ausdruck, den das Gesicht sonst trug, zu gefährden."
"3155","1927-03-04","Zeitung","Vossische Zeitung (Abend-Ausgabe), 04.03.1927","Vergessen darf man auch nicht das große Sarrasani-Ballett, das viele junge und","schöne","Frauen in famos klappenden Tänzen zeigt."
"3156","1935-04-17","Gebrauchsliteratur","Tucholsky, Kurt: An Hedwig Müller, 17.04.1935. In: ders., Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1935], S. 12025","Meine Hauptaufgabe ist, für die","englischen","Frauen und Männer einen Krieg zu verhindern."
"3157","1909-12-31","Wissenschaft","Meisel-Hess, Grete: Die sexuelle Krise. In: Lehmstedt, Mark (Hg.) Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1909], S. 49237","Nur die","geschonte","Frau, die Zeit, Kraft und natürlich die Fähigkeit besitzt, die Kultur ihrer geistigen und physischen Person und ihres Milieus nicht zu vernachlässigen, kann Geliebte sein."
"3158","1907-03-01","Zeitung","Vossische Zeitung (Abend-Ausgabe), 01.03.1907","An der Konferenz sind beteiligt die Arbeiterinnenschutzkommission des Bundes deutscher Frauenvereine, das Bureau für Sozialpolitik, der Gesamtverband der katholischen Vereine","erwerbstätiger","Frauen und Mädchen, die Gesellschaft für soziale Reform, die Hirsch- Dunckerschen Gewerkvereine, die Zentralstelle für Arbeiterinnenorganisation."
"3159","1939-03-02","Zeitung","Völkischer Beobachter (Berliner Ausgabe), 02.03.1939","Dort eine Familie, die arbeitsscheu war und ständig dem Staat zur Last fiel, hier eine in ihrem Triebleben","hemmungslose","Frau , zu allem Unglück mit einem Manne verheiratet, der starker Trinker und haltloser Psychopath war, so daß das Zusammenleben nur mit Zänkereien und Prügeleien ausgefüllt war."
"3160","1908-03-08","Zeitung","Berliner Tageblatt (Sonntags-Ausgabe), 08.03.1908","Die","alte","Frau St. fiel mit dem Rufe: Schlagen Sie mir meinen Sohn nicht tot! dem mit dem Säbel um sich schlagenden Schutzmann in den Arm."
"3161","1915-12-31","Belletristik","Boy-Ed, Ida: Vor der Ehe. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1915], S. 8214","»Nehmen Sie es nicht übel, liebe Verehrte, aber Ihr","andern","Frauen versteht Euch allesamt nicht aufs Zuhören und auf logische Gedankengänge."
"3162","1920-12-31","Wissenschaft","Delbrück, Hans: Geschichte der Kriegskunst im Rahmen der politischen Geschichte - Erster Teil: Das Altertum, Berlin: Directmedia Publ. 2002 [1920], S. 955","Als die Cimbern geschlagen sind und in ihr Lager zurückfluten, werden sie von ihren","eigenen","Frauen mit Beilhieben empfangen und getötet; als die Asiaten fliehen, läßt Archelaus die Tore des Lagers schließen, um sie zu zwingen, wieder in den Kampf zu gehen, und hilflos zusammengedrängt, wird die Masse von den Römern niedergemetzelt."
"3163","1980-12-31","Belletristik","Wellershoff, Dieter: Die Sirene, Köln: Kiepenheuer & Witsch 1980, S. 196","Sie war nur die Verrückte, eine","kranke","Frau."
"3164","1955-12-31","Gebrauchsliteratur","Weber, Annemarie (Hg.), Die Hygiene der Schulbank, Wiesbaden: Falken-Verl. 1955, S. 493","Sehr geehrter Herr Direktor, erlauben Sie mir, Ihnen und Ihrer sehr","verehrten","Frau Gemahlin zur Geburt Ihres Sohnes meinen herzlichsten Glückwunsch zu übermitteln."
"3165","1971-12-31","Gebrauchsliteratur","Schücking, Beate: Wir machen unsere Kinder krank, München: List 1971, S. 159","Der Mann liebte die gleichzeitig mütterlich und mädchenhaft wirkende,","fröhliche","Frau auf jeden Fall sehr."
"3166","1903-12-31","Belletristik","Heyking, Elisabeth von: Briefe, die ihn nicht erreichten. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1903], S. 32495","Die","alte","Frau hatte etwas frischen Krepp auf ein schäbiges schwarzes Kleid gesetzt, das aussah, als sei es in einer Reihe von Trauern aufgetragen worden."
"3167","1915-12-31","Belletristik","Boy-Ed, Ida: Vor der Ehe. In: Deutsche Literatur von Frauen, Berlin: Directmedia Publ. 2001 [1915], S. 8382","Sie wollte, sie mußte vor ihrem Manne die kluge, taktvolle,","ungewöhnliche","Frau bleiben."
"3168","1920-12-31","Belletristik","Ury, Else: Nesthäkchen fliegt aus dem Nest, Stuttgart: K. Thienemanns 1997 [1920], S. 146","Dass es entschieden ein etwas merkwürdiger Anblick ist, wenn eine","junge","Frau sich plötzlich in einem öffentlichen Lokal jubelnd an den Hals eines Herrn wirft?"
