Belegtext	Animacy_finegrained	Lemma	PoS	Ort	Jahr	upperCase	Sprachraum.ost.west	weiblich	Kompositum	Period	Animacy3	Animacy	Freq
mahl	abstrakt	mal	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	32
mahl	abstrakt Maß	mal	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	32
mall	abstrakt	mall	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	1
man	menschlich	man	NN	Alme	1630	FALSE	0	n	0	3	animate	4	4
Man	menschlich	man	NN	Gaugrehweiler	1610	TRUE	0	n	0	2	animate	4	4
Man	menschlich	man	NN	Güstrow	1615	TRUE	1	n	0	2	animate	4	4
man	menschlich	man	NN	Perleberg	1588	FALSE	1	n	0	1	animate	4	4
Mannß	menschlich	mann	NN	Baden-Baden	1628	TRUE	0	n	0	3	animate	4	40
man	menschlich	mann	NN	Gaugrehweiler	1610	FALSE	0	n	0	2	animate	4	40
Man	menschlich	mann	NN	Gaugrehweiler	1610	TRUE	0	n	0	2	animate	4	40
Mann	menschlich	mann	NN	Georgenthal	1597	TRUE	1	n	0	1	animate	4	40
Mann	menschlich	mann	NN	Georgenthal	1597	TRUE	1	n	0	1	animate	4	40
Menner	menschlich	mann	NN	Georgenthal	1597	TRUE	1	n	0	1	animate	4	40
Mann	menschlich	mann	NN	Georgenthal	1597	TRUE	1	n	0	1	animate	4	40
Manne	menschlich	mann	NN	Georgenthal	1597	TRUE	1	n	0	1	animate	4	40
Mann	menschlich	mann	NN	Günzburg	1613	TRUE	0	n	0	2	animate	4	40
Mann	menschlich	mann	NN	Günzburg	1613	TRUE	0	n	0	2	animate	4	40
Manns	menschlich	mann	NN	Günzburg	1613	TRUE	0	n	0	2	animate	4	40
Mann	menschlich	mann	NN	Günzburg	1613	TRUE	0	n	0	2	animate	4	40
Manne	menschlich	mann	NN	Güstrow	1615	TRUE	1	n	0	2	animate	4	40
Man	menschlich	mann	NN	Hamm	1592	TRUE	0	n	0	1	animate	4	40
man	menschlich	mann	NN	Hamm	1592	FALSE	0	n	0	1	animate	4	40
Mann	menschlich	mann	NN	Hamm	1592	TRUE	0	n	0	1	animate	4	40
Mann	menschlich	mann	NN	Hamm	1592	TRUE	0	n	0	1	animate	4	40
Mann	menschlich	mann	NN	Hamm	1592	TRUE	0	n	0	1	animate	4	40
mann	menschlich	mann	NN	Hamm	1592	FALSE	0	n	0	1	animate	4	40
Mann	menschlich	mann	NN	Hamm	1592	TRUE	0	n	0	1	animate	4	40
Mann	menschlich	mann	NN	Hamm	1592	TRUE	0	n	0	1	animate	4	40
Mann	menschlich	mann	NN	Hamm	1592	TRUE	0	n	0	1	animate	4	40
Mann	menschlich	mann	NN	Hamm	1592	TRUE	0	n	0	1	animate	4	40
Mann	menschlich	mann	NN	Jever	1592	TRUE	0	n	0	1	animate	4	40
Man	menschlich	mann	NN	Jever	1592	TRUE	0	n	0	1	animate	4	40
Man	menschlich	mann	NN	Jever	1592	TRUE	0	n	0	1	animate	4	40
Mann	menschlich	mann	NN	Lemberg	1630	TRUE	0	n	0	3	animate	4	40
Mann	menschlich	mann	NN	Lemberg	1630	TRUE	0	n	0	3	animate	4	40
Mann	menschlich	mann	NN	Lemberg	1630	TRUE	0	n	0	3	animate	4	40
Mann	menschlich	mann	NN	München	1600	TRUE	1	n	0	1	animate	4	40
Manne	menschlich	mann	NN	Ostrau	1628	TRUE	1	n	0	3	animate	4	40
Mann	menschlich	mann	NN	Ostrau	1628	TRUE	1	n	0	3	animate	4	40
Manne	menschlich	mann	NN	Ostrau	1628	TRUE	1	n	0	3	animate	4	40
Mann	menschlich	mann	NN	Riedlingen	1596	TRUE	0	n	0	1	animate	4	40
man	menschlich	mann	NN	Rosenburg	1618	FALSE	1	n	0	2	animate	4	40
man	menschlich	mann	NN	Rosenburg	1618	FALSE	1	n	0	2	animate	4	40
Manne	menschlich	mann	NN	Stralsund	1630	TRUE	1	n	0	3	animate	4	40
Mannes	menschlich	mann	NN	Stralsund	1630	TRUE	1	n	0	3	animate	4	40
Männleins	menschlich	männlein	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	2
Menn- lein	menschlich	männlein	NN	Schweinfurt	1616	TRUE	1	n	0	2	animate	4	2
Marggraf- schafft	konkret Ort	markgrafschaft	NN	München	1600	TRUE	1		0	1	concrete	1	1
Marckht	konkret	markt	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	3
Marckt	konkret	markt	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	3
Marckt	konkret	markt	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	3
Marter	abstrakt	marter	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	6
Marter	abstrakt	marter	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	6
Marter	abstrakt	marter	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	6
Martter	abstrakt	marter	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	6
Marter	abstrakt	marter	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	6
Martter	abstrakt	marter	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	6
masßen	abstrakt	masz	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	11
masßen	abstrakt	masz	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	11
Massen	abstrakt Maß	masz	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	11
maß	abstrakt	masz	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	11
maßen	abstrakt	masz	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	11
maeß	abstrakt Maß	masz	NN	Jever	1592	FALSE	0		0	1	abstract	0	11
maßen	abstrakt	masz	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	11
maße	abstrakt	masz	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	11
maßen	abstrakt	masz	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	11
mas	abstrakt Maß	masz	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	11
maßen	abstrakt	masz	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	11
maßen	abstrakt	maszen	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	2
maßen	abstrakt	maszen	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	2
materie	konkret	materie	NN	Alme	1630	FALSE	0		0	3	concrete	1	4
materi	konkret	materie	NN	Alme	1630	FALSE	0		0	3	concrete	1	4
materi	konkret	materie	NN	Alme	1630	FALSE	0		0	3	concrete	1	4
materi	konkret	materie	NN	Alme	1630	FALSE	0		0	3	concrete	1	4
Maur	konkret	mauer	NN	Stralsund	1630	TRUE	1		0	3	concrete	1	1
Maul	konkret Körperteil	maul	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	2
Maull	konkret Körperteil	maul	NN	Stralsund	1630	TRUE	1		0	3	concrete	1	2
Meil	abstrakt Maß	meil	NN	München	1600	TRUE	1		0	1	abstract	0	1
meil	abstrakt Maß	meile	NN	München	1600	FALSE	1		0	1	abstract	0	1
Meinaydts	abstrakt	meineid	NN	Günzburg	1613	TRUE	0		0	2	abstract	0	1
mainung	abstrakt	meinung	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	7
meinung	abstrakt	meinung	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	7
mainung	abstrakt	meinung	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	7
mainung	abstrakt	meinung	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	7
mainung	abstrakt	meinung	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	7
mainung	abstrakt	meinung	NN	München	1600	FALSE	1		0	1	abstract	0	7
meinung	abstrakt	meinung	NN	Rosenburg	1618	FALSE	1		0	2	abstract	0	7
Maisters	menschlich	meister	NN	Baden-Baden	1628	TRUE	0	n	0	3	animate	4	3
Meister	menschlich	meister	NB	Georgenthal	1597	TRUE	1	n	0	1	animate	4	3
Meister	menschlich	meister	NB	Rosenburg	1618	TRUE	1	n	0	2	animate	4	3
Menschen	menschlich	mensch	NN	Alme	1630	TRUE	0		0	3	animate	2	12
Mentschen	menschlich	mensch	NN	Bamberg	1628	TRUE	1		0	3	animate	2	12
menschen	menschlich	mensch	NN	Georgenthal	1597	FALSE	1		0	1	animate	2	12
Menschen	menschlich	mensch	NN	Güstrow	1615	TRUE	1		0	2	animate	2	12
Menschenn	menschlich	mensch	NN	Jever	1592	TRUE	0		0	1	animate	2	12
Menschen	menschlich	mensch	NN	Meldorf	1618	TRUE	0		0	2	animate	2	12
Menschen	menschlich	mensch	NN	Meldorf	1618	TRUE	0		0	2	animate	2	12
Menschen	menschlich	mensch	NN	Ostrau	1628	TRUE	1		0	3	animate	2	12
menschen	menschlich	mensch	NN	Perleberg	1588	FALSE	1		0	1	animate	2	12
menschen	menschlich	mensch	NN	Perleberg	1588	FALSE	1		0	1	animate	2	12
Menschen	menschlich	mensch	NN	Rosenburg	1618	TRUE	1		0	2	animate	2	12
menschen	menschlich	mensch	NN	Stralsund	1630	FALSE	1		0	3	animate	2	12
minschen gestaldt	menschlich	menschengestalt	NN	Meldorf	1618	FALSE	0		1	2	animate	2	2
Min- schens gestaldt	menschlich	menschengestalt	NN	Meldorf	1618	TRUE	0		1	2	animate	2	2
menschen hende	konkret Körperteil	menschenhand	NN	Georgenthal	1597	FALSE	1		1	1	concrete	1	1
Mesßer	konkret	messer	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	2
mesßer	konkret	messer	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	2
Mezger	menschlich	metzger	NB	München	1600	TRUE	1	n	0	1	animate	4	2
Mezger	menschlich	metzger	NB	München	1600	TRUE	1	n	0	1	animate	4	2
Milch	konkret	milch	NN	Georgenthal	1597	TRUE	1		0	1	concrete	1	10
Millch	konkret	milch	NN	Georgenthal	1597	TRUE	1		0	1	concrete	1	10
Milch	konkret	milch	NN	Georgenthal	1597	TRUE	1		0	1	concrete	1	10
Milch	konkret	milch	NN	Georgenthal	1597	TRUE	1		0	1	concrete	1	10
milch	konkret	milch	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	10
milch	konkret	milch	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	10
milch	konkret	milch	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	10
milch	konkret	milch	NN	Schweinfurt	1616	FALSE	1		0	2	concrete	1	10
Milch	konkret	milch	NN	Schweinfurt	1616	TRUE	1		0	2	concrete	1	10
Milchdieb	menschlich	milchdieb	NN	Schweinfurt	1616	TRUE	1	n	1	2	animate	4	4
Milchdieb	menschlich	milchdieb	NN	Schweinfurt	1616	TRUE	1	n	1	2	animate	4	4
Milchdieb	menschlich	milchdieb	NN	Schweinfurt	1616	TRUE	1	n	1	2	animate	4	4
Milchdieb	menschlich	milchdieb	NN	Schweinfurt	1616	TRUE	1	n	1	2	animate	4	4
Millich diebin	menschlich	milchdiebin	NN	Georgenthal	1597	TRUE	1	j	1	1	animate	3	4
Millich diebin	menschlich	milchdiebin	NN	Georgenthal	1597	TRUE	1	j	1	1	animate	3	4
Milchdiebin	menschlich	milchdiebin	NN	Georgenthal	1597	TRUE	1	j	1	1	animate	3	4
Milch- diebin	menschlich	milchdiebin	NN	Schweinfurt	1616	TRUE	1	j	1	2	animate	3	4
Milch Eimmer	konkret	milcheimer	NN	Jever	1592	TRUE	0		1	1	concrete	1	1
misßenthatten	abstrakt	missethat	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	5
mißthadt	abstrakt	missethat	NN	Hamm	1592	FALSE	0		0	1	abstract	0	5
mißthatten	abstrakt	missethat	NN	Hamm	1592	FALSE	0		0	1	abstract	0	5
mißethat	abstrakt	missethat	NN	Lemberg	1630	FALSE	0		0	3	abstract	0	5
Missethaten	abstrakt	missethat	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	5
mitgehilffen	menschlich	mitgehilfe	NN	Günzburg	1613	FALSE	0	n	0	2	animate	4	1
mitgesell	menschlich	mitgeselle	NB	Hamm	1592	FALSE	0	n	0	1	animate	4	1
mitgespillen	menschlich	mitgespiele	NN	Hamm	1592	FALSE	0		0	1	animate	2	1
mitgespillin	menschlich	mitgespielin	NN	Hamm	1592	FALSE	0	j	0	1	animate	3	2
mitgespiellen	menschlich	mitgespielin	NN	Lemberg	1630	FALSE	0	j	0	3	animate	3	2
Mittag	abstrakt	mittag	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	4
Mittag	abstrakt	mittag	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	4
Mittag	abstrakt	mittag	NN	Lemberg	1630	TRUE	0		0	3	abstract	0	4
Mittag	abstrakt	mittag	NN	Schweinfurt	1616	TRUE	1		0	2	abstract	0	4
mittel	abstrakt	mittel	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	2
mittel	abstrakt	mittel	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	2
Mitwochen	abstrakt	mittwoch	NN	Bamberg	1628	TRUE	1		0	3	abstract	0	3
Mitwochen	abstrakt	mittwoch	NN	Jever	1592	TRUE	0		0	1	abstract	0	3
Mitwochen	abstrakt	mittwoch	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	3
Molchen	tierisch	molch	NN	Georgenthal	1597	TRUE	1		0	1	animate	2	1
Monat	abstrakt	monat	NN	Bamberg	1628	TRUE	1		0	3	abstract	0	3
Monathen	abstrakt Maß	monat	NN	Bamberg	1628	TRUE	1		0	3	abstract	0	3
Monathen	abstrakt Maß	monat	NN	Bamberg	1628	TRUE	1		0	3	abstract	0	3
Monatstag	abstrakt	monatstag	NN	Ostrau	1628	TRUE	1		0	3	abstract	0	2
Monatstagk	abstrakt	monatstag	NN	Ostrau	1628	TRUE	1		0	3	abstract	0	2
Montagk	abstrakt	montag	NN	Rosenburg	1618	TRUE	1		0	2	abstract	0	1
morgen	abstrakt	morgen	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	6
morgens	abstrakt	morgen	NN	Jever	1592	FALSE	0		0	1	abstract	0	6
morgenn	abstrakt	morgen	NN	Jever	1592	FALSE	0		0	1	abstract	0	6
morgen	abstrakt	morgen	NN	Jever	1592	FALSE	0		0	1	abstract	0	6
morgen	abstrakt	morgen	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	6
morgenß	abstrakt	morgen	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	6
mundt	konkret Körperteil	mund	NN	Bamberg	1628	FALSE	1		0	3	concrete	1	4
munt	konkret Körperteil	mund	NN	Jever	1592	FALSE	0		0	1	concrete	1	4
mundes	konkret Körperteil	mund	NN	Perleberg	1588	FALSE	1		0	1	concrete	1	4
Mundts	konkret Körperteil	mund	NN	Riedlingen	1596	TRUE	0		0	1	concrete	1	4
Müntze	konkret	münze	NN	Georgenthal	1597	TRUE	1		0	1	concrete	1	1
Mutter	menschlich	mutter	NN	Güstrow	1615	TRUE	1	j	0	2	animate	3	12
mutter	menschlich	mutter	NN	Güstrow	1615	FALSE	1	j	0	2	animate	3	12
Mutter	übermenschlich positiv	mutter	NN	Hamm	1592	TRUE	0	j	0	1	animate	3	12
Mutter	menschlich	mutter	NN	Jever	1592	TRUE	0	j	0	1	animate	3	12
Mutter	menschlich	mutter	NN	Jever	1592	TRUE	0	j	0	1	animate	3	12
Mutter	menschlich	mutter	NN	Jever	1592	TRUE	0	j	0	1	animate	3	12
Moder	menschlich	mutter	NN	Jever	1592	TRUE	0	j	0	1	animate	3	12
Muettr	menschlich	mutter	NN	München	1600	TRUE	1	j	0	1	animate	3	12
Muetter	menschlich	mutter	NN	München	1600	TRUE	1	j	0	1	animate	3	12
mutter	menschlich	mutter	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	12
mutter	menschlich	mutter	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	12
mutter	menschlich	mutter	NN	Perleberg	1588	FALSE	1	j	0	1	animate	3	12
Mutter Pferdt	tierisch	mutterpferd	NN	Lemberg	1630	TRUE	0		1	3	animate	2	1
Mütze	konkret	mütze	NN	Stralsund	1630	TRUE	1		0	3	concrete	1	1
Nachpauren	menschlich	nachbar	NN	Gaugrehweiler	1610	TRUE	0	n	0	2	animate	4	2
Nachbarn	menschlich	nachbar	NN	Jever	1592	TRUE	0	n	0	1	animate	4	2
Nachtbarin	menschlich	nachbarin	NN	Georgenthal	1597	TRUE	1	j	0	1	animate	3	1
Nachkömlingen	menschlich	nachkömmling	NN	Lemberg	1630	TRUE	0	n	0	3	animate	4	1
Nachrichters	menschlich	nachrichter	NB	Hamm	1592	TRUE	0	n	0	1	animate	4	2
Nachrichter	menschlich	nachrichter	NN	Riedlingen	1596	TRUE	0	n	0	1	animate	4	2
nachrichtung	abstrakt	nachrichtung	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	1
nacht	abstrakt	nacht	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	24
nacht	abstrakt	nacht	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	24
Nacht	abstrakt	nacht	NN	Baden-Baden	1628	TRUE	0		0	3	abstract	0	24
nacht	abstrakt	nacht	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	24
Nacht	abstrakt	nacht	NN	Gaugrehweiler	1610	TRUE	0		0	2	abstract	0	24
Nacht	abstrakt	nacht	NN	Gaugrehweiler	1610	TRUE	0		0	2	abstract	0	24
nacht	abstrakt Maß	nacht	NN	Gaugrehweiler	1610	FALSE	0		0	2	abstract	0	24
nacht	abstrakt	nacht	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	24
nacht	abstrakt	nacht	NN	Georgenthal	1597	FALSE	1		0	1	abstract	0	24
Nacht	abstrakt	nacht	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	24
nacht	abstrakt	nacht	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	24
nacht	abstrakt	nacht	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	24
nacht	abstrakt	nacht	NN	Hamm	1592	FALSE	0		0	1	abstract	0	24
nacht	abstrakt	nacht	NN	Jever	1592	FALSE	0		0	1	abstract	0	24
nacht	abstrakt	nacht	NN	Jever	1592	FALSE	0		0	1	abstract	0	24
nacht	abstrakt	nacht	NN	Jever	1592	FALSE	0		0	1	abstract	0	24
nacht	abstrakt	nacht	NN	Jever	1592	FALSE	0		0	1	abstract	0	24
nacht	abstrakt Maß	nacht	NN	Jever	1592	FALSE	0		0	1	abstract	0	24
Nacht	abstrakt	nacht	NN	Lemberg	1630	TRUE	0		0	3	abstract	0	24
Nacht	abstrakt	nacht	NN	München	1600	TRUE	1		0	1	abstract	0	24
nacht	abstrakt	nacht	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	24
nachts	abstrakt	nacht	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	24
nacht	abstrakt	nacht	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	24
nacht	abstrakt	nacht	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	24
Nachthutter	menschlich	nachthüter	NB	Rosenburg	1618	TRUE	1	n	1	2	animate	4	1
Nachtschaden	konkret	nachtschaden	NN	Baden-Baden	1628	TRUE	0		1	3	concrete	1	1
nacht zeit	abstrakt	nachtzeit	NN	Günzburg	1613	FALSE	0		1	2	abstract	0	1
Nägl	konkret	nagel	NN	Stralsund	1630	TRUE	1		0	3	concrete	1	2
Negel	konkret	nagel	NN	Stralsund	1630	TRUE	1		0	3	concrete	1	2
Nege nateln	konkret	nähnadel	NN	Stralsund	1630	TRUE	1		1	3	concrete	1	2
Neynateln	konkret	nähnadel	NN	Stralsund	1630	TRUE	1		1	3	concrete	1	2
Nahmen	abstrakt	name	NN	Alme	1630	TRUE	0		0	3	abstract	0	57
Nahme	abstrakt	name	NN	Alme	1630	TRUE	0		0	3	abstract	0	57
Nahmen	abstrakt	name	NN	Alme	1630	TRUE	0		0	3	abstract	0	57
Nahmen	abstrakt	name	NN	Alme	1630	TRUE	0		0	3	abstract	0	57
Nahme	abstrakt	name	NN	Alme	1630	TRUE	0		0	3	abstract	0	57
Nahmen	abstrakt	name	NN	Alme	1630	TRUE	0		0	3	abstract	0	57
Nahmen	abstrakt	name	NN	Alme	1630	TRUE	0		0	3	abstract	0	57
Nahmen	abstrakt	name	NN	Alme	1630	TRUE	0		0	3	abstract	0	57
Nahmen	abstrakt	name	NN	Alme	1630	TRUE	0		0	3	abstract	0	57
namen	abstrakt	name	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	57
namen	abstrakt	name	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	57
namen	abstrakt	name	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	57
namen	abstrakt	name	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	57
namen	abstrakt	name	NN	Baden-Baden	1628	FALSE	0		0	3	abstract	0	57
nahmen	abstrakt	name	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	57
nahmen	abstrakt	name	NN	Bamberg	1628	FALSE	1		0	3	abstract	0	57
Nahmen	abstrakt	name	NN	Bamberg	1628	TRUE	1		0	3	abstract	0	57
namen	abstrakt	name	NN	Gaugrehweiler	1610	FALSE	0		0	2	abstract	0	57
Namen	abstrakt	name	NN	Gaugrehweiler	1610	TRUE	0		0	2	abstract	0	57
Namen	abstrakt	name	NN	Gaugrehweiler	1610	TRUE	0		0	2	abstract	0	57
namen	abstrakt	name	NN	Günzburg	1613	FALSE	0		0	2	abstract	0	57
Namen	abstrakt	name	NN	Günzburg	1613	TRUE	0		0	2	abstract	0	57
nahmen	abstrakt	name	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	57
nahmen	abstrakt	name	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	57
nhamen	abstrakt	name	NN	Hamm	1592	FALSE	0		0	1	abstract	0	57
nhamen	abstrakt	name	NN	Hamm	1592	FALSE	0		0	1	abstract	0	57
nhamen	abstrakt	name	NN	Jever	1592	FALSE	0		0	1	abstract	0	57
Namen	abstrakt	name	NN	Lemberg	1630	TRUE	0		0	3	abstract	0	57
nhamen	abstrakt	name	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	57
namen	abstrakt	name	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	57
namen	abstrakt	name	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	57
namen	abstrakt	name	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	57
nahmen	abstrakt	name	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	57
namen	abstrakt	name	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	57
namens	abstrakt	name	NN	München	1600	FALSE	1		0	1	abstract	0	57
nhamen	abstrakt	name	NN	Ostrau	1628	FALSE	1		0	3	abstract	0	57
nhamen	abstrakt	name	NN	Ostrau	1628	FALSE	1		0	3	abstract	0	57
Nhamen	abstrakt	name	NN	Ostrau	1628	TRUE	1		0	3	abstract	0	57
nahmen	abstrakt	name	NN	Ostrau	1628	FALSE	1		0	3	abstract	0	57
nhamen	abstrakt	name	NN	Ostrau	1628	FALSE	1		0	3	abstract	0	57
nahmen	abstrakt	name	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	57
nahmen	abstrakt	name	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	57
na men	abstrakt	name	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	57
namen	abstrakt	name	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	57
namen	abstrakt	name	NN	Riedlingen	1596	FALSE	0		0	1	abstract	0	57
nahmen	abstrakt	name	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	57
nahmen	abstrakt	name	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	57
namen	abstrakt	name	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	57
nahmen	abstrakt	name	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	57
nahmen	abstrakt	name	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	57
nahmen	abstrakt	name	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	57
nahmen	abstrakt	name	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	57
nahmen	abstrakt	name	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	57
Teüffels nahmen	abstrakt	name	NN	Schweinfurt	1616	TRUE	1		0	2	abstract	0	57
nahmen	abstrakt	name	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	57
Namen	abstrakt	name	NN	Stralsund	1630	TRUE	1		0	3	abstract	0	57
nahmen	abstrakt	name	NN	Stralsund	1630	FALSE	1		0	3	abstract	0	57
Närrin	menschlich	närrin	NN	Rosenburg	1618	TRUE	1	j	0	2	animate	3	1
Näscherei	konkret Kollektivum	näscherei	NN	Ostrau	1628	TRUE	1		0	3	concrete	1	2
Nescherei	konkret	näscherei	NN	Ostrau	1628	TRUE	1		0	3	concrete	1	2
Nasen	konkret Körperteil	nase	NN	Baden-Baden	1628	TRUE	0		0	3	concrete	1	1
Natur	abstrakt	natur	NN	Alme	1630	TRUE	0		0	3	abstract	0	3
Natur	abstrakt	natur	NN	Alme	1630	TRUE	0		0	3	abstract	0	3
natur	abstrakt	natur	NN	Jever	1592	FALSE	0		0	1	abstract	0	3
nahmen	abstrakt	nehmen	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	1
neydt	abstrakt	neid	NN	Hamm	1592	FALSE	0		0	1	abstract	0	3
neide	abstrakt	neid	NN	Jever	1592	FALSE	0		0	1	abstract	0	3
neidt	abstrakt	neid	NN	Perleberg	1588	FALSE	1		0	1	abstract	0	3
new	abstrakt	neue	NN	Schweinfurt	1616	FALSE	1		0	2	abstract	0	1
Newem	abstrakt	neues	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	1
Neunten	abstrakt	neunte	NN	Riedlingen	1596	TRUE	0		0	1	abstract	0	1
nichte	abstrakt	nichte	NN	Güstrow	1615	FALSE	1		0	2	abstract	0	1
Nöttenn	abstrakt	not	NN	Georgenthal	1597	TRUE	1		0	1	abstract	0	4
nöthen	abstrakt	not	NN	Hamm	1592	FALSE	0		0	1	abstract	0	4
Nodt	abstrakt	not	NN	Jever	1592	TRUE	0		0	1	abstract	0	4
noth	abstrakt	not	NN	Meldorf	1618	FALSE	0		0	2	abstract	0	4
Nüsse	konkret	nusz	NN	Ostrau	1628	TRUE	1		0	3	concrete	1	1
oberkheit	menschlich Kollektivum	oberkeit	NN	München	1600	FALSE	1		0	1	animate	2	1
oberster	menschlich	oberster	NB	Hamm	1592	FALSE	0		0	1	animate	2	4
obersten	menschlich	oberster	NB	Hamm	1592	FALSE	0		0	1	animate	2	4
obersten	menschlich	oberster	NB	Hamm	1592	FALSE	0		0	1	animate	2	4
obige	menschlich	obig	NN	Bamberg	1628	FALSE	1		0	3	animate	2	1
Obrigkeit	menschlich	obrigkeit	NN	Gaugrehweiler	1610	TRUE	0		0	2	animate	2	2
obrigkheit	menschlich Kollektivum	obrigkeit	NN	Günzburg	1613	FALSE	0		0	2	animate	2	2
obrister	menschlich	obrist	NN	Alme	1630	FALSE	0	n	0	3	animate	4	5
obrister	menschlich	obrist	NN	Alme	1630	FALSE	0	n	0	3	animate	4	5
obrister	menschlich	obrist	NN	Alme	1630	FALSE	0	n	0	3	animate	4	5
Obriste	menschlich	obrist	NN	Jever	1592	TRUE	0	n	0	1	animate	4	5
Obrister	menschlich	obrist	NN	Jever	1592	TRUE	0	n	0	1	animate	4	5
ochße	tierisch	ochse	NN	Güstrow	1615	FALSE	1		0	2	animate	2	2
ochße	tierisch	ochse	NN	Güstrow	1615	FALSE	1		0	2	animate	2	2
